中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.46.188.190,443,2a09:bac1:7680:118::28a:6,US,Newark,隧道,22 ms,110 Mbps,14131 kB/s
23.224.22.211,443,23.224.22.211,US,Los Angeles,中转,52 ms,48 Mbps,6152 kB/s
47.88.101.9,443,47.88.101.9,US,San Jose,中转,51 ms,247 Mbps,31641 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,51 ms,400 Mbps,51200 kB/s
192.18.149.159,443,192.18.149.159,CA,Toronto,中转,56 ms,224 Mbps,28774 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,61 ms,293 Mbps,37580 kB/s
35.197.23.75,443,34.168.30.104,US,Seattle,隧道,52 ms,415 Mbps,53145 kB/s
129.146.169.119,443,2603:c020:6:9488:3ad:8eeb:97ea:8a47,US,Los Angeles,隧道,55 ms,353 Mbps,45260 kB/s
107.174.88.162,443,107.174.88.162,US,San Jose,中转,51 ms,369 Mbps,47308 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,51 ms,365 Mbps,46796 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,58 ms,621 Mbps,79564 kB/s
198.23.196.40,443,198.23.196.40,US,Newark,中转,54 ms,538 Mbps,68915 kB/s
47.89.191.155,443,47.89.191.155,US,Ashburn,中转,19 ms,40 Mbps,5129 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,57 ms,461 Mbps,59084 kB/s
107.172.98.6,443,2a09:bac5:6212:28::4:307,US,San Jose,隧道,51 ms,152 Mbps,19558 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,52 ms,411 Mbps,52633 kB/s
23.94.182.23,443,23.94.182.23,US,Newark,中转,32 ms,109 Mbps,14028 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,107 ms,397 Mbps,50892 kB/s
23.95.166.181,443,23.95.166.181,US,Newark,中转,23 ms,555 Mbps,71065 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,61 ms,373 Mbps,47820 kB/s
192.9.231.75,443,192.9.231.75,US,San Jose,中转,73 ms,56 Mbps,7292 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,102 ms,208 Mbps,26624 kB/s
3.97.14.70,443,3.97.14.70,CA,Toronto,中转,74 ms,497 Mbps,63692 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,53 ms,386 Mbps,49459 kB/s
107.174.192.7,443,107.174.192.7,US,San Jose,中转,81 ms,372 Mbps,47718 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,61 ms,340 Mbps,43520 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,103 ms,126 Mbps,16179 kB/s
34.145.83.113,443,2a09:bac5:b041:119::1c:29f,US,Seattle,隧道,53 ms,424 Mbps,54374 kB/s
35.230.79.26,443,34.168.30.104,US,Seattle,隧道,62 ms,433 Mbps,55500 kB/s
34.82.76.253,443,34.105.57.113,US,Seattle,隧道,56 ms,446 Mbps,57139 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,59 ms,386 Mbps,49459 kB/s
192.210.175.20,443,192.210.175.20,NL,Amsterdam,中转,98 ms,50 Mbps,6428 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,98 ms,206 Mbps,26419 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,98 ms,43 Mbps,5621 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,101 ms,176 Mbps,22630 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,104 ms,48 Mbps,6195 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,105 ms,191 Mbps,24473 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,103 ms,177 Mbps,22732 kB/s
13.127.95.206,443,13.127.95.206,IN,Mumbai,中转,221 ms,66 Mbps,8528 kB/s
45.154.15.101,443,45.154.15.101,CN,Tokyo,中转,175 ms,13 Mbps,1669 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,147 ms,117 Mbps,15052 kB/s
47.236.12.195,443,47.236.12.195,SG,Singapore,中转,251 ms,46 Mbps,5977 kB/s
13.38.56.6,443,13.38.56.6,FR,Paris,中转,96 ms,200 Mbps,25600 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,248 ms,47 Mbps,6120 kB/s
8.219.228.186,443,8.219.228.186,SG,Singapore,中转,251 ms,46 Mbps,5892 kB/s
140.238.49.199,443,140.238.49.199,JP,Tokyo,中转,153 ms,101 Mbps,13004 kB/s
13.250.22.76,443,2406:da18:618:7e00:ce20:ada8:8c3b:960a,SG,Singapore,隧道,213 ms,2 Mbps,276 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,250 ms,53 Mbps,6860 kB/s
8.222.225.193,443,8.222.225.193,SG,Singapore,中转,248 ms,1 Mbps,164 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,248 ms,55 Mbps,7156 kB/s
47.236.112.218,443,47.236.112.218,SG,Singapore,中转,256 ms,21 Mbps,2710 kB/s
8.219.103.126,443,8.219.103.126,SG,Singapore,中转,249 ms,52 Mbps,6698 kB/s
8.219.170.180,443,8.219.170.180,SG,Singapore,中转,253 ms,51 Mbps,6596 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,248 ms,52 Mbps,6703 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,190 ms,100 Mbps,12902 kB/s
8.219.240.160,443,8.219.240.160,SG,Singapore,中转,250 ms,55 Mbps,7098 kB/s
146.56.161.229,443,146.56.161.229,KR,Tokyo,中转,172 ms,82 Mbps,10547 kB/s
8.219.140.63,443,8.219.140.63,SG,Singapore,中转,254 ms,57 Mbps,7308 kB/s
8.218.148.106,443,8.218.148.106,HK,,中转,196 ms,0 Mbps,7 kB/s
47.236.87.206,443,47.236.87.206,SG,Singapore,中转,249 ms,48 Mbps,6246 kB/s
129.154.50.220,443,129.154.50.220,KR,Tokyo,中转,173 ms,94 Mbps,12083 kB/s
8.219.137.50,443,8.219.137.50,SG,Singapore,中转,250 ms,65 Mbps,8418 kB/s
47.236.121.7,443,47.236.121.7,SG,Singapore,中转,251 ms,56 Mbps,7171 kB/s
8.222.205.210,443,8.222.205.210,SG,Singapore,中转,253 ms,49 Mbps,6358 kB/s
8.219.66.156,443,8.219.66.156,SG,Singapore,中转,251 ms,52 Mbps,6672 kB/s
124.156.202.172,443,124.156.202.172,SG,,中转,212 ms,70 Mbps,9027 kB/s
8.219.179.34,443,8.219.179.34,SG,Singapore,中转,253 ms,59 Mbps,7558 kB/s
204.110.220.3,443,204.110.220.250,US,,隧道,62 ms,322 Mbps,41267 kB/s
47.245.115.6,443,47.245.115.6,SG,Singapore,中转,248 ms,52 Mbps,6673 kB/s
34.150.180.124,443,34.150.180.124,US,,中转,23 ms,793 Mbps,101580 kB/s
