中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,34 ms,5 Mbps,726 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,18 ms,64 Mbps,8315 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,408 Mbps,52326 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,47 ms,427 Mbps,54681 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,68 ms,306 Mbps,39219 kB/s
35.197.23.75,443,35.212.212.2,US,Seattle,隧道,48 ms,498 Mbps,63795 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,48 ms,447 Mbps,57241 kB/s
34.82.76.253,443,34.105.52.138,US,Seattle,隧道,48 ms,480 Mbps,61440 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,67 ms,411 Mbps,52633 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,53 ms,412 Mbps,52838 kB/s
143.47.178.5,443,143.47.178.5,NL,Amsterdam,中转,96 ms,185 Mbps,23756 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,97 ms,45 Mbps,5868 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,65 ms,240 Mbps,30822 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,123 ms,174 Mbps,22323 kB/s
141.148.224.123,443,141.148.224.123,NL,Amsterdam,中转,98 ms,183 Mbps,23449 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,108 ms,208 Mbps,26624 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,107 ms,250 Mbps,32051 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,109 ms,47 Mbps,6067 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,145 ms,148 Mbps,19046 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,109 ms,49 Mbps,6369 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,150 ms,46 Mbps,5979 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,152 ms,23 Mbps,2979 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,193 ms,42 Mbps,5454 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,227 ms,38 Mbps,4921 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,194 ms,12 Mbps,1538 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,212 ms,38 Mbps,4869 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,221 ms,32 Mbps,4171 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,201 ms,104 Mbps,13312 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,198 ms,30 Mbps,3872 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,1022 ms,776 Mbps,99430 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,London,隧道,219 ms,41 Mbps,5357 kB/s
35.230.79.26,443,35.212.212.2,US,Seattle,隧道,51 ms,464 Mbps,59392 kB/s
