中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,7 Mbps,970 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,17 ms,766 Mbps,98099 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,70 ms,300 Mbps,38400 kB/s
35.230.79.26,443,35.212.237.223,US,Seattle,隧道,68 ms,359 Mbps,45977 kB/s
35.197.23.75,443,35.212.237.223,US,Seattle,隧道,68 ms,389 Mbps,49868 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,67 ms,324 Mbps,41472 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,59 ms,449 Mbps,57548 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,67 ms,364 Mbps,46592 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,96 ms,41 Mbps,5351 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,91 ms,252 Mbps,32256 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,61 ms,316 Mbps,40448 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,105 ms,298 Mbps,38195 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,95 ms,49 Mbps,6344 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,91 ms,244 Mbps,31232 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,164 ms,141 Mbps,18124 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,165 ms,40 Mbps,5207 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,161 ms,40 Mbps,5191 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,166 ms,26 Mbps,3386 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,165 ms,117 Mbps,15052 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,197 ms,39 Mbps,5041 kB/s
8.219.201.245,443,8.219.66.146,SG,Singapore,隧道,226 ms,61 Mbps,7931 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,235 ms,10 Mbps,1342 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,246 ms,56 Mbps,7284 kB/s
