中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
43.153.103.203,443,43.153.103.203,US,San Jose,中转,40 ms,692 Mbps,88576 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,41 ms,455 Mbps,58265 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,29 ms,657 Mbps,84172 kB/s
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,320 Mbps,40960 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,26 ms,2 Mbps,374 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,50 ms,469 Mbps,60108 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,41 ms,660 Mbps,84480 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,47 ms,562 Mbps,71987 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,46 ms,532 Mbps,68096 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,58 ms,507 Mbps,64921 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,124 ms,151 Mbps,19353 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,140 ms,41 Mbps,5329 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,136 ms,182 Mbps,23347 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,144 ms,39 Mbps,5012 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,118 ms,41 Mbps,5315 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,123 ms,156 Mbps,20070 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,132 ms,174 Mbps,22323 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,151 ms,48 Mbps,6177 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,172 ms,44 Mbps,5701 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,122 ms,47 Mbps,6126 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,168 ms,113 Mbps,14540 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,194 ms,0 Mbps,18 kB/s
