中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,11 ms,368 Mbps,47206 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,39 ms,498 Mbps,63795 kB/s
35.230.79.26,443,34.169.20.76,US,Seattle,隧道,76 ms,380 Mbps,48640 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,76 ms,45 Mbps,5827 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,77 ms,276 Mbps,35430 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,25 ms,576 Mbps,73728 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,28 ms,374 Mbps,47923 kB/s
35.197.23.75,443,34.169.20.76,US,Seattle,隧道,69 ms,329 Mbps,42188 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,96 ms,327 Mbps,41881 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,97 ms,461 Mbps,59084 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,99 ms,366 Mbps,46899 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,112 ms,140 Mbps,17920 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,96 ms,172 Mbps,22016 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,90 ms,253 Mbps,32460 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,81 ms,47 Mbps,6040 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,109 ms,247 Mbps,31641 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,106 ms,224 Mbps,28774 kB/s
143.47.242.195,443,143.47.242.195,GB,London,中转,82 ms,46 Mbps,5923 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,109 ms,45 Mbps,5832 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,83 ms,272 Mbps,34816 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,88 ms,226 Mbps,28979 kB/s
132.226.31.178,443,2a09:bac1:76a0:e18::c:35c,US,Los Angeles,隧道,82 ms,42 Mbps,5500 kB/s
130.162.184.173,443,130.162.184.173,GB,London,中转,89 ms,46 Mbps,5926 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,82 ms,393 Mbps,50380 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,109 ms,0 Mbps,1 kB/s
130.162.162.42,443,2a0b:21c0:1007:1cb:0:b414:9afe:3dc3,DE,Frankfurt,隧道,97 ms,116 Mbps,14950 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,97 ms,327 Mbps,41881 kB/s
134.65.59.100,443,134.65.59.100,GB,London,中转,88 ms,2 Mbps,299 kB/s
152.67.65.201,443,152.67.65.201,CH,Zurich,中转,106 ms,45 Mbps,5791 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,164 ms,309 Mbps,39628 kB/s
158.101.175.51,443,158.101.175.51,DE,Frankfurt,中转,100 ms,44 Mbps,5759 kB/s
34.69.150.180,443,34.69.150.180,US,,中转,44 ms,538 Mbps,68915 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,114 ms,114 Mbps,14643 kB/s
8.211.54.130,443,8.211.54.130,DE,Frankfurt,中转,100 ms,36 Mbps,4713 kB/s
129.146.248.140,443,129.146.248.140,US,Los Angeles,中转,78 ms,173 Mbps,22220 kB/s
8.209.217.106,443,8.209.217.106,JP,Tokyo,中转,164 ms,21 Mbps,2728 kB/s
146.56.161.229,443,146.56.161.229,KR,Seoul,中转,201 ms,83 Mbps,10649 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,197 ms,107 Mbps,13721 kB/s
141.144.232.159,443,141.144.232.159,DE,Frankfurt,中转,113 ms,49 Mbps,6354 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,223 ms,2 Mbps,319 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,172 ms,113 Mbps,14540 kB/s
158.180.65.13,443,158.180.65.13,KR,Seoul,中转,197 ms,39 Mbps,5011 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,206 ms,39 Mbps,5015 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,100 ms,40 Mbps,5188 kB/s
129.159.130.38,443,129.159.130.38,IL,Paris,中转,137 ms,42 Mbps,5445 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,226 ms,68 Mbps,8734 kB/s
129.154.60.48,443,129.154.60.48,KR,Seoul,中转,215 ms,77 Mbps,9932 kB/s
