中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,15 ms,2000 Mbps,256000 kB/s
154.23.240.232,443,154.23.240.232,US,Los Angeles,中转,10 ms,45 Mbps,5807 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,4 ms,534 Mbps,68403 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,7 ms,1696 Mbps,217088 kB/s
129.146.7.98,443,2a09:bac5:60ea:1173::1bd:d5,US,Los Angeles,隧道,32 ms,85 Mbps,10956 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,10 ms,684 Mbps,87552 kB/s
35.230.79.26,443,35.212.231.200,US,Seattle,隧道,26 ms,912 Mbps,116736 kB/s
34.82.76.253,443,104.198.8.26,US,Seattle,隧道,24 ms,920 Mbps,117760 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,53 ms,0 Mbps,73 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,29 ms,85 Mbps,10956 kB/s
35.197.23.75,443,35.212.231.200,US,Seattle,隧道,30 ms,393 Mbps,50380 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,81 ms,326 Mbps,41779 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,57 ms,357 Mbps,45772 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,39 ms,904 Mbps,115712 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,76 ms,51 Mbps,6600 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,3 ms,88 Mbps,11264 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,66 ms,381 Mbps,48844 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,686 Mbps,87859 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,171 ms,108 Mbps,13926 kB/s
158.180.89.73,443,2603:c024:e:6666::8888,KR,Seoul,隧道,129 ms,88 Mbps,11264 kB/s
47.253.161.22,443,47.253.161.22,US,Ashburn,中转,85 ms,199 Mbps,25497 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,15 ms,370 Mbps,47411 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,151 ms,180 Mbps,23142 kB/s
