中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,219 Mbps,28057 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,31 ms,507 Mbps,64921 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,25 ms,493 Mbps,63180 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,57 ms,27 Mbps,3473 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::c:377,US,Los Angeles,隧道,57 ms,64 Mbps,8261 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,223 Mbps,28569 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,73 ms,293 Mbps,37580 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,70 ms,231 Mbps,29593 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,92 ms,120 Mbps,15462 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,145 ms,44 Mbps,5638 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,261 Mbps,33484 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,64 ms,357 Mbps,45772 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,23 ms,498 Mbps,63795 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,68 ms,316 Mbps,40448 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,77 ms,267 Mbps,34201 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,67 ms,256 Mbps,32768 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,78 ms,334 Mbps,42803 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,14 ms,1008 Mbps,129024 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,74 ms,289 Mbps,37068 kB/s
192.9.138.241,443,192.9.138.241,,colo.txt:San Jose,中转,0 ms,287 Mbps,36761 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,74 ms,326 Mbps,41779 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,93 ms,238 Mbps,30515 kB/s
47.89.151.17,443,47.89.151.17,US,Ashburn,中转,77 ms,36 Mbps,4669 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,95 ms,45 Mbps,5768 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,69 ms,357 Mbps,45772 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,77 ms,330 Mbps,42291 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,91 ms,234 Mbps,30003 kB/s
152.67.44.30,443,152.67.44.30,BR,S
