中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.7.98,443,2a09:bac1:76c0:e18::1bd:fe,US,Los Angeles,隧道,69 ms,88 Mbps,11264 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,74 ms,164 Mbps,20992 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,147 ms,104 Mbps,13312 kB/s
198.46.188.190,443,2a09:bac5:a5fe:7cd::c7:9,US,Buffalo,隧道,21 ms,78 Mbps,10035 kB/s
35.230.79.26,443,34.168.165.202,US,Seattle,隧道,79 ms,232 Mbps,29798 kB/s
150.136.241.40,443,150.136.241.40,US,1104 Mbps,141312 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,74 ms,272 Mbps,34816 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,90 ms,202 Mbps,25907 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,48 ms,417 Mbps,53452 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,132 ms,47 Mbps,6026 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,119 ms,231 Mbps,29593 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,89 ms,331 Mbps,42393 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,88 ms,235 Mbps,30105 kB/s
43.153.80.208,443,43.153.80.208,,San Jose,中转,0 ms,321 Mbps,41164 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,170 Mbps,21811 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,67 ms,297 Mbps,38092 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,42 ms,37 Mbps,4844 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,113 ms,46 Mbps,5984 kB/s
192.18.134.231,443,192.18.134.231,US,San Jose,中转,73 ms,220 Mbps,28160 kB/s
35.197.23.75,443,34.168.165.202,US,Seattle,隧道,74 ms,276 Mbps,35430 kB/s
34.82.76.253,443,34.127.109.144,US,Seattle,隧道,68 ms,306 Mbps,39219 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,146 ms,723 Mbps,92569 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,73 ms,265 Mbps,33996 kB/s
168.138.66.11,443,168.138.66.11,CA,Montréal,中转,168 ms,65 Mbps,8335 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,90 ms,173 Mbps,22220 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,83 ms,258 Mbps,33075 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,62 ms,566 Mbps,72499 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,97 ms,227 Mbps,29081 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,45 ms,517 Mbps,66252 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,94 ms,519 Mbps,66457 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,85 ms,44 Mbps,5640 kB/s
47.90.141.204,443,91.149.239.145,US,Los Angeles,隧道,6 ms,27 Mbps,3457 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,68 ms,280 Mbps,35942 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,73 ms,274 Mbps,35123 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,80 ms,45 Mbps,5811 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,144 ms,50 Mbps,6437 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,90 ms,42 Mbps,5465 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,199 ms,85 Mbps,10956 kB/s
144.21.40.84,443,2a0b:21c0:1007:1c7:0:edbf:b414:9d8c,DE,Frankfurt,隧道,90 ms,179 Mbps,22937 kB/s
130.61.83.37,443,130.61.83.37,DE,Frankfurt,中转,93 ms,213 Mbps,27340 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,97 ms,212 Mbps,27238 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,212 ms,33 Mbps,4347 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,226 ms,53 Mbps,6896 kB/s
141.147.68.43,443,2606:f240:f00:46c4:0:ea10:9a07:b3f9,US,Frankfurt,隧道,97 ms,100 Mbps,12800 kB/s
8.211.49.71,443,2606:f240:f00:b2ed:0:bca5:c054:b628,US,Frankfurt,隧道,90 ms,212 Mbps,27238 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,213 ms,36 Mbps,4722 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,73 ms,102 Mbps,13107 kB/s
150.230.249.48,443,150.230.249.48,KR,Tokyo,中转,189 ms,80 Mbps,10240 kB/s
8.218.204.128,443,8.218.204.128,HK,Hong Kong,中转,326 ms,9 Mbps,1190 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,222 ms,66 Mbps,8506 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,193 ms,83 Mbps,10649 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,184 ms,72 Mbps,9222 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,223 ms,2 Mbps,271 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,228 ms,31 Mbps,3983 kB/s
158.180.68.56,443,158.180.68.56,KR,Tokyo,中转,186 ms,84 Mbps,10854 kB/s
152.70.234.188,443,152.70.234.188,KR,Tokyo,中转,182 ms,32 Mbps,4105 kB/s
8.222.208.38,443,8.222.208.38,SG,Singapore,中转,227 ms,64 Mbps,8303 kB/s
8.218.148.106,443,8.218.148.106,HK,,中转,208 ms,0 Mbps,27 kB/s
18.130.168.34,443,18.130.168.34,GB,,中转,172 ms,258 Mbps,33075 kB/s
168.138.201.0,443,168.138.201.0,JP,Tokyo,中转,214 ms,37 Mbps,4815 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,226 ms,60 Mbps,7754 kB/s
8.219.126.240,443,8.219.126.240,SG,Singapore,中转,228 ms,58 Mbps,7539 kB/s
3.138.59.154,443,3.130.94.216,US,,隧道,48 ms,242 Mbps,31027 kB/s
146.56.44.85,443,146.56.44.85,KR,Tokyo,中转,183 ms,34 Mbps,4356 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,105 ms,91 Mbps,11673 kB/s
18.191.122.211,443,3.130.94.216,US,,隧道,29 ms,659 Mbps,84377 kB/s
44.230.218.23,443,54.212.217.183,US,,隧道,97 ms,4 Mbps,600 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,214 ms,35 Mbps,4593 kB/s
8.222.181.117,443,8.222.181.117,SG,Singapore,中转,223 ms,66 Mbps,8515 kB/s
193.123.81.105,443,193.123.81.105,AE,Paris,中转,310 ms,48 Mbps,6253 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,216 ms,2 Mbps,331 kB/s
34.69.150.180,443,34.69.150.180,US,,中转,39 ms,347 Mbps,44441 kB/s
8.219.66.156,443,8.219.66.156,,Tokyo,中转,0 ms,53 Mbps,6790 kB/s
18.156.209.101,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,90 ms,164 Mbps,20992 kB/s
204.110.220.3,443,204.110.220.234,US,,隧道,97 ms,212 Mbps,27136 kB/s
35.157.240.237,443,3.68.128.205,DE,,隧道,99 ms,240 Mbps,30720 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,97 ms,198 Mbps,25395 kB/s
3.68.62.122,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,96 ms,236 Mbps,30310 kB/s
141.145.199.188,443,141.145.199.188,FR,,中转,109 ms,165 Mbps,21196 kB/s
18.159.105.97,443,3.68.128.205,DE,,隧道,94 ms,239 Mbps,30617 kB/s
3.67.232.136,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,93 ms,228 Mbps,29286 kB/s
18.192.93.64,443,3.68.128.205,DE,,隧道,94 ms,229 Mbps,29388 kB/s
8.219.240.160,443,8.219.240.160,SG,Singapore,中转,229 ms,11 Mbps,1480 kB/s
54.203.85.46,443,204.110.220.63,US,,隧道,97 ms,178 Mbps,22835 kB/s
3.66.115.225,443,3.68.128.205,DE,,隧道,228 ms,213 Mbps,27340 kB/s
18.185.254.189,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,92 ms,208 Mbps,26624 kB/s
103.137.63.3,443,111.247.41.25,TW,,隧道,191 ms,76 Mbps,9770 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,16 ms,362 Mbps,46387 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,64 ms,283 Mbps,36249 kB/s
152.67.44.30,443,152.67.44.30,BR,Rio de Janeiro,中转,117 ms,42 Mbps,5450 kB/s
152.70.52.28,443,2606:f240:f00:eaf1:0:658f:fb4d:b69e,US,Frankfurt,隧道,91 ms,98 Mbps,12595 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,211 ms,60 Mbps,7762 kB/s
8.219.51.211,443,8.219.51.211,SG,Singapore,中转,227 ms,47 Mbps,6066 kB/s
8.219.78.1,443,8.219.78.1,SG,Singapore,中转,219 ms,65 Mbps,8342 kB/s
8.219.199.220,443,8.219.199.220,SG,Singapore,中转,258 ms,47 Mbps,6028 kB/s
150.230.6.108,443,150.230.6.108,JP,Osaka,中转,340 ms,65 Mbps,8378 kB/s
8.219.193.202,443,8.219.193.202,SG,Singapore,中转,219 ms,70 Mbps,9049 kB/s
150.230.147.185,443,2606:f240:f00:b2ed:0:4068:9eb0:141a,US,Frankfurt,隧道,145 ms,227 Mbps,29081 kB/s
8.219.237.250,443,8.219.237.250,SG,Singapore,中转,228 ms,50 Mbps,6521 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,10 ms,7 Mbps,965 kB/s
152.70.235.207,443,152.70.235.207,KR,Tokyo,中转,183 ms,39 Mbps,5083 kB/s
144.24.189.21,443,144.24.189.21,DE,Frankfurt,中转,90 ms,47 Mbps,6085 kB/s
130.61.239.203,443,130.61.239.203,DE,Frankfurt,中转,91 ms,129 Mbps,16588 kB/s
132.226.7.217,443,132.226.7.217,JP,Tokyo,中转,219 ms,35 Mbps,4548 kB/s
8.209.125.133,443,2606:f240:f00:83a7:0:c5fc:1586:2611,US,Frankfurt,隧道,124 ms,204 Mbps,26112 kB/s
