中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,4 ms,880 Mbps,112640 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,6 ms,1624 Mbps,207872 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,2 ms,2056 Mbps,263168 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,19 ms,692 Mbps,88678 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,6 ms,1464 Mbps,187392 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,21 ms,880 Mbps,112640 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,23 ms,800 Mbps,102400 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,21 ms,848 Mbps,108544 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,67 ms,208 Mbps,26726 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,82 ms,5 Mbps,648 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,112 ms,44 Mbps,5665 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,135 ms,192 Mbps,24678 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,115 ms,44 Mbps,5643 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,124 ms,213 Mbps,27340 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,142 ms,41 Mbps,5257 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,112 ms,27 Mbps,3520 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,161 ms,132 Mbps,16998 kB/s
152.70.89.238,443,161.118.151.165,KR,Seoul,隧道,137 ms,124 Mbps,15872 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,135 ms,41 Mbps,5319 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,156 ms,107 Mbps,13721 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,183 ms,34 Mbps,4374 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,190 ms,9 Mbps,1178 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,164 ms,75 Mbps,9605 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,152 ms,39 Mbps,5075 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,155 ms,41 Mbps,5282 kB/s
