中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,67 ms,275 Mbps,35225 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,14 ms,768 Mbps,98304 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,50 ms,459 Mbps,58777 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,50 ms,356 Mbps,45568 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,61 ms,376 Mbps,48230 kB/s
34.82.76.253,443,34.127.109.144,US,Seattle,隧道,52 ms,437 Mbps,56012 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,16 ms,482 Mbps,61747 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,51 ms,408 Mbps,52326 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,22 ms,29 Mbps,3772 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,11 ms,576 Mbps,73728 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,52 ms,392 Mbps,50278 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,21 ms,800 Mbps,102400 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,56 ms,583 Mbps,74649 kB/s
35.197.23.75,443,34.168.165.202,US,Seattle,隧道,49 ms,468 Mbps,59904 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,52 ms,411 Mbps,52633 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,21 ms,74 Mbps,9515 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,42 ms,325 Mbps,41676 kB/s
35.230.79.26,443,34.168.165.202,US,Seattle,隧道,81 ms,468 Mbps,60006 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,136 ms,176 Mbps,22630 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,100 ms,188 Mbps,24064 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,120 ms,404 Mbps,51712 kB/s
168.138.71.220,443,168.138.71.220,CA,Toronto,中转,79 ms,29 Mbps,3780 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,85 ms,421 Mbps,53964 kB/s
141.147.84.57,443,2a0b:21c0:1007:c8:0:fe67:dd31:7698,DE,Frankfurt,隧道,108 ms,166 Mbps,21299 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,168 ms,5 Mbps,715 kB/s
