中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,90 ms,210 Mbps,26931 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,70 ms,249 Mbps,31948 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,19 ms,438 Mbps,56115 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,73 ms,320 Mbps,40960 kB/s
35.197.23.75,443,35.197.115.232,US,Seattle,隧道,64 ms,369 Mbps,47308 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,152 ms,44 Mbps,5729 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,94 ms,424 Mbps,54272 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,46 Mbps,6006 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,59 ms,7 Mbps,968 kB/s
23.224.22.211,443,23.224.22.211,US,Los Angeles,中转,95 ms,49 Mbps,6312 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,88 ms,225 Mbps,28876 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,57 ms,548 Mbps,70246 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,135 ms,64 Mbps,8225 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,71 ms,276 Mbps,35328 kB/s
47.89.191.155,443,47.89.191.155,US,Ashburn,中转,40 ms,67 Mbps,8698 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,13 ms,764 Mbps,97894 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,71 ms,293 Mbps,37580 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,88 ms,42 Mbps,5437 kB/s
158.101.210.88,443,2606:f240:f00:eaf1:0:1ad6:9d39:e217,US,Frankfurt,隧道,130 ms,108 Mbps,13926 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,152 ms,214 Mbps,27443 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,77 ms,298 Mbps,38195 kB/s
35.230.79.26,443,35.197.115.232,US,Seattle,隧道,66 ms,348 Mbps,44544 kB/s
192.3.253.176,443,192.3.253.176,US,Seattle,中转,89 ms,266 Mbps,34099 kB/s
192.210.175.20,443,192.210.175.20,NL,Amsterdam,中转,90 ms,40 Mbps,5121 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,69 ms,308 Mbps,39526 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,149 ms,224 Mbps,28672 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,88 ms,223 Mbps,28569 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,70 ms,223 Mbps,28569 kB/s
