中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,112 ms,244 Mbps,31334 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,6 ms,952 Mbps,121856 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,98 ms,253 Mbps,32460 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,88 ms,452 Mbps,57958 kB/s
35.197.23.75,443,34.168.20.69,US,Seattle,隧道,69 ms,426 Mbps,54579 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,69 ms,428 Mbps,54886 kB/s
150.136.61.148,443,2603:c020:4009:349a:e5b2:21c2:5db7:b3d3,US,Ashburn,隧道,1 ms,65 Mbps,8354 kB/s
18.191.122.211,443,3.130.64.226,US,,隧道,31 ms,592 Mbps,75878 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,18 ms,42 Mbps,5459 kB/s
152.70.83.37,443,152.70.83.37,JP,Osaka,中转,207 ms,58 Mbps,7507 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,20 ms,538 Mbps,68915 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,33 ms,587 Mbps,75161 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,80 ms,196 Mbps,25088 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,90 ms,299 Mbps,38297 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,88 ms,244 Mbps,31232 kB/s
3.138.59.154,443,3.130.64.226,US,,隧道,21 ms,424 Mbps,54374 kB/s
34.69.150.180,443,34.69.150.180,US,,中转,58 ms,561 Mbps,71884 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,65 ms,320 Mbps,40960 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,24 ms,533 Mbps,68300 kB/s
35.230.79.26,443,34.168.20.69,US,Seattle,隧道,69 ms,403 Mbps,51609 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,80 ms,44 Mbps,5648 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,76 ms,320 Mbps,40960 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,76 ms,50 Mbps,6496 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,155 ms,121 Mbps,15564 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,80 ms,252 Mbps,32256 kB/s
