中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,34 ms,546 Mbps,69939 kB/s
35.230.79.26,443,34.169.20.76,US,Seattle,隧道,66 ms,295 Mbps,37785 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,328 Mbps,42086 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,98 ms,229 Mbps,29388 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,91 ms,203 Mbps,26009 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,73 ms,281 Mbps,36044 kB/s
192.9.138.241,443,192.9.138.241,,San Jose,中转,0 ms,248 Mbps,31744 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,73 ms,247 Mbps,31641 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,91 ms,248 Mbps,31846 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,29 ms,639 Mbps,81817 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,26 ms,528 Mbps,67584 kB/s
35.197.23.75,443,34.169.20.76,US,Seattle,隧道,68 ms,329 Mbps,42188 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,119 ms,60 Mbps,7710 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,65 ms,49 Mbps,6301 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,120 ms,310 Mbps,39731 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,29 ms,387 Mbps,49561 kB/s
132.145.15.204,443,2a0b:21c0:100a:1b7:0:4b07:a974:dfb8,DE,Frankfurt,隧道,97 ms,119 Mbps,15257 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,68 ms,54 Mbps,7028 kB/s
34.82.76.253,443,35.233.242.94,US,Seattle,隧道,155 ms,270 Mbps,34611 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,130 ms,264 Mbps,33792 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,64 ms,16 Mbps,2123 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,96 ms,195 Mbps,24985 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,88 ms,200 Mbps,25600 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,87 ms,210 Mbps,26931 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,90 ms,44 Mbps,5633 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,93 ms,49 Mbps,6289 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,228 ms,104 Mbps,13312 kB/s
134.65.59.100,443,134.65.59.100,GB,London,中转,89 ms,48 Mbps,6156 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,208 Mbps,26726 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,160 ms,119 Mbps,15257 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,71 ms,268 Mbps,34406 kB/s
144.21.51.189,443,2a0b:21c0:100a:1b2:0:9b20:4d99:bb74,DE,Frankfurt,隧道,100 ms,106 Mbps,13619 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,92 ms,229 Mbps,29388 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,83 ms,7 Mbps,975 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,226 ms,59 Mbps,7677 kB/s
152.70.248.96,443,2a09:bac5:4753:155::22:109,KR,Seoul,隧道,190 ms,2 Mbps,369 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,84 ms,47 Mbps,6118 kB/s
150.136.169.72,443,150.136.169.72,US,Ashburn,中转,50 ms,274 Mbps,35123 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,102 ms,239 Mbps,30617 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,206 ms,38 Mbps,4872 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,99 ms,44 Mbps,5655 kB/s
140.238.86.228,443,140.238.86.228,GB,London,中转,89 ms,12 Mbps,1621 kB/s
152.67.65.201,443,152.67.65.201,CH,Zurich,中转,173 ms,33 Mbps,4326 kB/s
129.150.37.203,443,129.150.37.203,SG,Singapore,中转,222 ms,62 Mbps,7981 kB/s
146.56.161.229,443,146.56.161.229,KR,Seoul,中转,186 ms,88 Mbps,11366 kB/s
132.226.31.178,443,2a09:bac5:60eb:1173::1bd:10b,US,Los Angeles,隧道,64 ms,47 Mbps,6056 kB/s
144.24.37.146,443,104.28.205.110,US,Los Angeles,隧道,131 ms,37 Mbps,4738 kB/s
152.67.44.30,443,152.67.44.30,BR,São Paulo,中转,116 ms,46 Mbps,5919 kB/s
158.101.175.51,443,158.101.175.51,DE,Frankfurt,中转,88 ms,41 Mbps,5304 kB/s
131.186.28.236,443,131.186.28.236,KR,Seoul,中转,183 ms,35 Mbps,4493 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,226 ms,2 Mbps,280 kB/s
140.238.195.98,443,140.238.195.98,AU,Sydney,中转,207 ms,34 Mbps,4421 kB/s
168.138.201.0,443,168.138.201.0,JP,Osaka,中转,319 ms,32 Mbps,4097 kB/s
204.216.218.114,443,204.216.218.114,IT,Milan,中转,171 ms,48 Mbps,6188 kB/s
138.2.229.77,443,138.2.229.77,US,San Jose,中转,191 ms,45 Mbps,5807 kB/s
132.226.1.227,443,2603:c021:8001:801:f494:88cb:3117:e10,JP,Tokyo,隧道,216 ms,57 Mbps,7333 kB/s
44.230.218.23,443,52.35.136.129,US,,隧道,81 ms,6 Mbps,802 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,197 ms,85 Mbps,10956 kB/s
168.138.184.172,443,168.138.184.172,SG,Singapore,中转,226 ms,64 Mbps,8294 kB/s
18.191.122.211,443,3.130.64.226,US,,隧道,28 ms,360 Mbps,46182 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,193 ms,60 Mbps,7713 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,185 ms,80 Mbps,10240 kB/s
124.156.202.172,443,124.156.202.172,SG,,中转,225 ms,61 Mbps,7842 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,85 ms,232 Mbps,29798 kB/s
129.159.241.172,443,129.159.241.172,,,中转,0 ms,83 Mbps,10649 kB/s
204.110.220.3,443,204.110.220.206,US,,隧道,85 ms,206 Mbps,26419 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,209 ms,61 Mbps,7833 kB/s
141.147.178.154,443,141.147.178.154,JP,Tokyo,中转,343 ms,35 Mbps,4498 kB/s
150.230.149.208,443,150.230.149.208,DE,,中转,88 ms,86 Mbps,11059 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,84 ms,160 Mbps,20480 kB/s
3.67.232.136,443,3.68.128.205,DE,,隧道,93 ms,248 Mbps,31744 kB/s
54.203.85.46,443,204.110.220.43,US,,隧道,107 ms,246 Mbps,31539 kB/s
18.159.105.97,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,92 ms,243 Mbps,31129 kB/s
18.156.209.101,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,92 ms,236 Mbps,30310 kB/s
18.192.93.64,443,3.68.128.205,DE,,隧道,97 ms,236 Mbps,30310 kB/s
149.129.8.215,443,47.88.55.210,,colo.txt:San Jose,隧道,0 ms,0 Mbps,105 kB/s
3.68.62.122,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,185 ms,229 Mbps,29388 kB/s
35.157.240.237,443,3.68.128.205,DE,,隧道,104 ms,226 Mbps,28979 kB/s
34.69.150.180,443,34.69.150.180,US,,中转,36 ms,491 Mbps,62873 kB/s
3.127.55.133,443,3.68.128.205,DE,,隧道,92 ms,224 Mbps,28774 kB/s
168.138.66.11,443,168.138.66.11,CA,Montréal,中转,31 ms,64 Mbps,8213 kB/s
141.144.192.27,443,2a0b:21c0:100a:1b6:0:a31b:88bb:c1f4,DE,Frankfurt,隧道,94 ms,112 Mbps,14336 kB/s
129.159.130.38,443,129.159.130.38,IL,Frankfurt,中转,129 ms,42 Mbps,5485 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,143 ms,224 Mbps,28672 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,10 ms,102 Mbps,13107 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,21 ms,53 Mbps,6865 kB/s
43.204.146.16,443,43.204.146.16,IN,,中转,205 ms,62 Mbps,8053 kB/s
158.180.237.227,443,158.180.237.227,IT,Milan,中转,95 ms,223 Mbps,28569 kB/s
130.162.184.173,443,130.162.184.173,GB,London,中转,168 ms,48 Mbps,6266 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,142 ms,233 Mbps,29900 kB/s
168.138.212.87,443,168.138.212.87,JP,Osaka,中转,266 ms,64 Mbps,8249 kB/s
131.186.22.123,443,2a09:bac5:4757:155::22:dd,KR,Seoul,隧道,185 ms,63 Mbps,8110 kB/s
152.70.234.188,443,152.70.234.188,KR,Seoul,中转,183 ms,39 Mbps,5098 kB/s
144.24.74.51,443,144.24.74.51,KR,Seoul,中转,192 ms,85 Mbps,10956 kB/s
