中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,3 ms,7 Mbps,930 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,20 ms,576 Mbps,73728 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,60 ms,338 Mbps,43315 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,70 ms,362 Mbps,46387 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,69 ms,252 Mbps,32256 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,70 ms,372 Mbps,47616 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,77 ms,344 Mbps,44032 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,72 ms,373 Mbps,47820 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,73 ms,262 Mbps,33587 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,237 Mbps,30412 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,89 ms,46 Mbps,5913 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,95 ms,240 Mbps,30720 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,91 ms,44 Mbps,5646 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,256 Mbps,32768 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,169 ms,124 Mbps,15872 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,171 ms,37 Mbps,4861 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,170 ms,37 Mbps,4781 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,215 ms,40 Mbps,5173 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,228 ms,36 Mbps,4666 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,251 ms,10 Mbps,1381 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,206 ms,94 Mbps,12083 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,207 ms,0 Mbps,92 kB/s
