中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,19 ms,768 Mbps,98304 kB/s
129.146.46.164,443,129.146.46.164,278 Mbps,35635 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,26 ms,7 Mbps,969 kB/s
35.230.79.26,443,35.212.172.135,US,Seattle,隧道,60 ms,495 Mbps,63385 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,57 ms,502 Mbps,64307 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,54 ms,515 Mbps,65945 kB/s
35.197.23.75,443,35.212.172.135,US,Seattle,隧道,53 ms,496 Mbps,63590 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,68 ms,587 Mbps,75161 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,50 ms,336 Mbps,43008 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,53 ms,472 Mbps,60416 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,75 ms,391 Mbps,50073 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,108 ms,190 Mbps,24371 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,107 ms,45 Mbps,5783 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,154 ms,152 Mbps,19558 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,156 ms,40 Mbps,5199 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,166 ms,132 Mbps,16896 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,112 ms,50 Mbps,6456 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,152 ms,47 Mbps,6074 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,160 ms,39 Mbps,5079 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,213 ms,38 Mbps,4968 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,195 ms,40 Mbps,5208 kB/s
8.219.97.136,443,47.236.1.53,SG,Singapore,隧道,218 ms,73 Mbps,9423 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,207 ms,92 Mbps,11878 kB/s
