中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,26 ms,254 Mbps,32563 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,55 ms,373 Mbps,47820 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,38 ms,708 Mbps,90624 kB/s
23.224.22.211,443,23.224.22.211,US,Los Angeles,中转,25 ms,46 Mbps,5931 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,26 ms,1064 Mbps,136192 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,43 ms,1120 Mbps,143360 kB/s
35.197.23.75,443,35.197.107.113,US,Seattle,隧道,36 ms,540 Mbps,69120 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,18 ms,1008 Mbps,129024 kB/s
47.88.101.9,443,47.88.101.9,US,San Jose,中转,81 ms,335 Mbps,42905 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,20 ms,1072 Mbps,137216 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,73 ms,1000 Mbps,128000 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,67 ms,71 Mbps,9127 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,199 ms,652 Mbps,83558 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,145 ms,100 Mbps,12800 kB/s
35.230.79.26,443,35.197.107.113,US,Seattle,隧道,37 ms,542 Mbps,69427 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,139 ms,119 Mbps,15257 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,35 ms,606 Mbps,77619 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,149 ms,13 Mbps,1769 kB/s
8.222.254.91,443,8.222.254.91,SG,Singapore,中转,180 ms,67 Mbps,8615 kB/s
