中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,27 ms,315 Mbps,40345 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,9 ms,1424 Mbps,182272 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,36 ms,652 Mbps,83456 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,21 ms,100 Mbps,12902 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,53 ms,410 Mbps,52531 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,37 ms,2168 Mbps,277504 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,58 ms,151 Mbps,19353 kB/s
35.230.79.26,443,35.197.115.232,US,Seattle,隧道,22 ms,920 Mbps,117760 kB/s
23.224.22.211,443,23.224.22.211,US,Los Angeles,中转,45 ms,45 Mbps,5769 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,16 ms,1408 Mbps,180224 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,49 ms,1432 Mbps,183296 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,42 ms,700 Mbps,89600 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,74 ms,271 Mbps,34713 kB/s
13.57.182.91,443,2a09:bac5:6447:28::4:357,US,San Jose,隧道,33 ms,285 Mbps,36556 kB/s
35.197.23.75,443,35.197.115.232,US,Seattle,隧道,45 ms,920 Mbps,117760 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,34 ms,60 Mbps,7739 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,4 ms,1152 Mbps,147456 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,32 ms,1792 Mbps,229376 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,25 ms,651 Mbps,83353 kB/s
34.82.76.253,443,34.145.63.188,US,Seattle,隧道,87 ms,840 Mbps,107520 kB/s
198.46.188.190,443,2a09:bac5:a5ff:7cd::c7:e,US,Buffalo,隧道,92 ms,92 Mbps,11878 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,154 ms,108 Mbps,13824 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,73 ms,276 Mbps,35328 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,84 ms,20 Mbps,2570 kB/s
192.210.175.20,443,192.210.175.20,NL,Amsterdam,中转,153 ms,27 Mbps,3568 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,68 ms,518 Mbps,66355 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,86 ms,292 Mbps,37376 kB/s
35.198.83.144,443,2a0b:21c0:100a:1b3:0:d7fa:6b0e:8b87,DE,Frankfurt,隧道,153 ms,115 Mbps,14745 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,106 ms,183 Mbps,23449 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,154 ms,84 Mbps,10752 kB/s
47.89.191.155,443,47.89.191.155,6 Mbps,827 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,156 ms,111 Mbps,14233 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,151 ms,119 Mbps,15257 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,133 ms,118 Mbps,15155 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,180 ms,3 Mbps,384 kB/s
168.138.201.0,443,168.138.201.0,JP,Tokyo,中转,153 ms,38 Mbps,4900 kB/s
146.56.44.88,443,146.56.44.88,KR,Seoul,中转,138 ms,127 Mbps,16281 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,161 ms,108 Mbps,13824 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,229 ms,47 Mbps,6087 kB/s
140.238.28.86,443,140.238.28.86,KR,Seoul,中转,129 ms,148 Mbps,19046 kB/s
146.56.161.229,443,146.56.161.229,KR,Tokyo,中转,128 ms,145 Mbps,18636 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,155 ms,120 Mbps,15360 kB/s
129.151.205.193,443,129.151.205.193,SE,Stockholm,中转,177 ms,101 Mbps,13004 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,253 ms,34 Mbps,4356 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,148 ms,118 Mbps,15155 kB/s
8.219.240.160,443,8.219.240.160,SG,Singapore,中转,254 ms,64 Mbps,8217 kB/s
8.222.225.193,443,8.222.225.193,SG,Singapore,中转,250 ms,3 Mbps,416 kB/s
146.70.175.169,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,153 ms,110 Mbps,14131 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,249 ms,51 Mbps,6628 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,256 ms,50 Mbps,6526 kB/s
8.211.55.176,443,8.211.55.176,DE,Frankfurt,中转,154 ms,2 Mbps,274 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,265 ms,42 Mbps,5503 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,41 ms,511 Mbps,65433 kB/s
146.70.169.118,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,147 ms,112 Mbps,14438 kB/s
8.219.52.156,443,8.219.52.156,SG,Singapore,中转,250 ms,31 Mbps,4066 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,253 ms,52 Mbps,6674 kB/s
18.163.233.64,443,18.163.233.64,US,Hong Kong,中转,151 ms,124 Mbps,15974 kB/s
146.70.169.117,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,216 ms,112 Mbps,14438 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,250 ms,52 Mbps,6723 kB/s
18.163.249.175,443,18.163.249.175,US,,中转,149 ms,80 Mbps,10342 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,143 ms,37 Mbps,4857 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,42 ms,719 Mbps,92057 kB/s
18.237.22.14,443,18.237.22.14,US,,中转,68 ms,708 Mbps,90726 kB/s
8.219.170.232,443,8.219.170.232,SG,Singapore,中转,391 ms,50 Mbps,6500 kB/s
3.138.59.154,443,3.130.64.226,US,,隧道,67 ms,14 Mbps,1818 kB/s
8.219.66.156,443,8.219.66.156,SG,Tokyo,中转,253 ms,45 Mbps,5798 kB/s
124.156.202.172,443,124.156.202.172,SG,,中转,169 ms,72 Mbps,9238 kB/s
8.219.42.72,443,8.219.42.72,SG,Singapore,中转,251 ms,48 Mbps,6220 kB/s
3.135.201.228,443,3.135.201.228,US,,中转,71 ms,283 Mbps,36249 kB/s
204.110.220.3,443,204.110.220.107,US,,隧道,37 ms,745 Mbps,95436 kB/s
3.127.55.133,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,154 ms,125 Mbps,16076 kB/s
18.156.209.101,443,3.68.128.205,DE,,隧道,156 ms,123 Mbps,15769 kB/s
141.145.199.188,443,2603:c027:c002:9a00:b670:5cb3:e47d:8c20,FR,,隧道,147 ms,125 Mbps,16076 kB/s
54.203.85.46,443,204.110.220.64,US,,隧道,23 ms,772 Mbps,98918 kB/s
34.150.180.124,443,34.150.180.124,US,,中转,65 ms,329 Mbps,42188 kB/s
35.199.37.84,443,35.199.37.84,US,,中转,78 ms,334 Mbps,42803 kB/s
103.137.63.3,443,122.118.147.199,TW,,隧道,153 ms,99 Mbps,12697 kB/s
43.204.146.16,443,43.204.146.16,IN,,中转,283 ms,56 Mbps,7203 kB/s
3.67.232.136,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,150 ms,114 Mbps,14643 kB/s
18.159.105.97,443,3.68.128.205,DE,,隧道,154 ms,114 Mbps,14643 kB/s
18.192.93.64,443,3.68.128.205,DE,,隧道,155 ms,113 Mbps,14540 kB/s
18.185.254.189,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,153 ms,113 Mbps,14540 kB/s
3.68.62.122,443,3.68.128.205,DE,,隧道,155 ms,115 Mbps,14745 kB/s
129.151.152.254,443,129.151.152.254,AE,Amsterdam,中转,264 ms,3 Mbps,403 kB/s
35.157.240.237,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,155 ms,103 Mbps,13209 kB/s
18.130.168.34,443,18.130.168.34,GB,,中转,147 ms,120 Mbps,15360 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,163 ms,0 Mbps,20 kB/s
3.66.115.225,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,157 ms,105 Mbps,13516 kB/s
146.70.175.117,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,146 ms,97 Mbps,12492 kB/s
146.70.175.168,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,150 ms,100 Mbps,12800 kB/s
192.169.127.184,443,23.251.99.28,US,San Jose,隧道,146 ms,1 Mbps,166 kB/s
146.70.175.110,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,149 ms,101 Mbps,13004 kB/s
146.70.175.182,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,148 ms,120 Mbps,15462 kB/s
141.144.232.159,443,141.144.232.159,DE,Frankfurt,中转,150 ms,37 Mbps,4765 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,128 ms,45 Mbps,5840 kB/s
146.70.175.167,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,150 ms,107 Mbps,13721 kB/s
146.70.175.98,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,149 ms,118 Mbps,15155 kB/s
47.242.171.94,443,47.242.171.94,HK,Hong Kong,中转,226 ms,51 Mbps,6589 kB/s
146.70.175.162,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,218 ms,110 Mbps,14131 kB/s
140.238.37.208,443,2603:c021:8014:2f20:8113:6e70:2fc2:cf3c,JP,Tokyo,隧道,146 ms,44 Mbps,5706 kB/s
146.70.175.115,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,150 ms,112 Mbps,14438 kB/s
8.218.146.204,443,8.218.146.204,HK,Hong Kong,中转,228 ms,50 Mbps,6403 kB/s
8.210.65.1,443,8.210.65.1,HK,Hong Kong,中转,227 ms,52 Mbps,6737 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,42 ms,339 Mbps,43417 kB/s
8.219.106.156,443,8.219.106.156,SG,Singapore,中转,255 ms,58 Mbps,7517 kB/s
146.70.175.164,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,155 ms,106 Mbps,13619 kB/s
8.219.200.145,443,8.219.200.145,SG,Singapore,中转,252 ms,50 Mbps,6409 kB/s
64.110.88.46,443,64.110.88.46,KR,Seoul,中转,133 ms,132 Mbps,16896 kB/s
47.236.113.184,443,47.236.113.184,SG,Singapore,中转,252 ms,20 Mbps,2566 kB/s
144.24.85.158,443,144.24.85.158,KR,Seoul,中转,133 ms,76 Mbps,9746 kB/s
146.70.175.112,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,147 ms,106 Mbps,13619 kB/s
146.70.175.109,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,149 ms,103 Mbps,13209 kB/s
129.153.165.237,443,129.153.165.237,US,Ashburn,中转,74 ms,210 Mbps,26931 kB/s
146.70.175.102,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,150 ms,99 Mbps,12697 kB/s
8.210.21.65,443,8.210.21.65,HK,Hong Kong,中转,226 ms,45 Mbps,5788 kB/s
8.222.137.192,443,8.222.137.192,SG,Singapore,中转,255 ms,46 Mbps,5910 kB/s
146.70.175.121,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,149 ms,120 Mbps,15360 kB/s
8.219.60.54,443,8.219.60.54,SG,Singapore,中转,250 ms,56 Mbps,7293 kB/s
146.70.175.178,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,150 ms,115 Mbps,14745 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,30 ms,308 Mbps,39526 kB/s
146.70.175.120,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,153 ms,117 Mbps,15052 kB/s
146.70.175.114,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,150 ms,112 Mbps,14336 kB/s
8.219.198.139,443,8.219.198.139,SG,Singapore,中转,249 ms,55 Mbps,7158 kB/s
