中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,67 ms,49 Mbps,6302 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,16 ms,1080 Mbps,138240 kB/s
192.9.138.241,443,192.9.138.241,,colo.txt:San Jose,中转,0 ms,1072 Mbps,137216 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,51 ms,517 Mbps,66252 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,27 ms,348 Mbps,44544 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,33 ms,665 Mbps,85196 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,56 ms,638 Mbps,81715 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,47 ms,648 Mbps,82944 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,62 ms,328 Mbps,42086 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,41 ms,627 Mbps,80281 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,22 ms,9 Mbps,1240 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,76 ms,402 Mbps,51507 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,17 ms,66 Mbps,8459 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,26 ms,297 Mbps,38092 kB/s
192.9.158.188,443,2a09:bac1:7680:1cf0::4:278,US,San Jose,隧道,21 ms,184 Mbps,23654 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,118 ms,184 Mbps,23552 kB/s
144.24.178.230,443,98.98.166.202,US,Frankfurt,隧道,150 ms,110 Mbps,14131 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,165 ms,110 Mbps,14131 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,159 ms,139 Mbps,17817 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,66 ms,345 Mbps,44236 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,148 ms,128 Mbps,16384 kB/s
47.253.100.59,443,47.253.100.59,US,Ashburn,中转,70 ms,211 Mbps,27033 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,173 ms,40 Mbps,5221 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,138 ms,39 Mbps,5106 kB/s
131.186.62.248,443,131.186.62.248,JP,Tokyo,中转,187 ms,100 Mbps,12800 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,147 ms,135 Mbps,17305 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,146 ms,134 Mbps,17203 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,148 ms,42 Mbps,5392 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,133 ms,124 Mbps,15974 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,146 ms,35 Mbps,4546 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,154 ms,176 Mbps,22528 kB/s
