中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,79 ms,325 Mbps,41676 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,22 ms,864 Mbps,110592 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,,colo.txt:San Jose,隧道,0 ms,1528 Mbps,195584 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,39 ms,9 Mbps,1163 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,21 ms,673 Mbps,86220 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,43 ms,608 Mbps,77926 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,19 ms,968 Mbps,123904 kB/s
165.1.74.145,443,165.1.74.145,US,San Jose,中转,31 ms,1616 Mbps,206848 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,42 ms,1456 Mbps,186368 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,27 ms,1648 Mbps,210944 kB/s
129.153.203.62,443,129.153.203.62,US,Los Angeles,中转,34 ms,428 Mbps,54784 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,23 ms,872 Mbps,111616 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,2 ms,692 Mbps,88576 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,131 ms,84 Mbps,10854 kB/s
192.18.134.231,443,192.18.134.231,US,San Jose,中转,27 ms,377 Mbps,48332 kB/s
18.216.55.100,443,18.216.55.100,US,Toronto,中转,172 ms,340 Mbps,43520 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,146 ms,116 Mbps,14950 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,60 ms,359 Mbps,45977 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,106 ms,183 Mbps,23449 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,54 ms,404 Mbps,51814 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,41 ms,856 Mbps,109568 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,26 ms,64 Mbps,8221 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,18 ms,82 Mbps,10547 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,227 ms,136 Mbps,17510 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,121 ms,100 Mbps,12800 kB/s
144.21.53.157,443,2a09:bac5:3803:d2::15:423,GB,London,隧道,163 ms,3 Mbps,437 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,141 ms,39 Mbps,5052 kB/s
146.56.161.138,443,146.56.161.138,KR,Seoul,中转,150 ms,124 Mbps,15974 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,156 ms,104 Mbps,13414 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,156 ms,69 Mbps,8901 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,155 ms,108 Mbps,13824 kB/s
193.123.34.24,443,2a0b:21c0:1007:cb:0:5440:da05:845,DE,Frankfurt,隧道,155 ms,100 Mbps,12902 kB/s
47.89.151.17,443,47.89.151.17,US,Ashburn,中转,77 ms,42 Mbps,5444 kB/s
146.56.41.215,443,146.56.41.215,KR,Seoul,中转,137 ms,121 Mbps,15564 kB/s
146.56.179.91,443,146.56.179.91,KR,Seoul,中转,133 ms,149 Mbps,19148 kB/s
130.61.222.184,443,130.61.222.184,DE,Frankfurt,中转,156 ms,114 Mbps,14643 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,156 ms,128 Mbps,16486 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,72 ms,138 Mbps,17715 kB/s
168.138.209.31,443,2a09:bac1:3b20:138::16:120,JP,Tokyo,隧道,164 ms,41 Mbps,5360 kB/s
152.70.48.166,443,2a0b:21c0:100a:1b0:0:a818:ccf9:c902,DE,Frankfurt,隧道,155 ms,96 Mbps,12390 kB/s
192.9.158.188,443,104.28.201.73,US,San Jose,隧道,113 ms,242 Mbps,31027 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,150 ms,102 Mbps,13107 kB/s
130.162.48.220,443,2606:f240:f00:2be4:0:2dd5:37fa:aec,US,Frankfurt,隧道,156 ms,102 Mbps,13107 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,161 ms,34 Mbps,4454 kB/s
129.159.242.113,443,98.98.166.194,US,Frankfurt,隧道,157 ms,95 Mbps,12185 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,150 ms,114 Mbps,14643 kB/s
158.180.89.73,443,2603:c024:e:6666::8888,KR,Seoul,隧道,153 ms,150 Mbps,19251 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,140 ms,153 Mbps,19660 kB/s
146.56.161.229,443,146.56.161.229,KR,Seoul,中转,130 ms,144 Mbps,18534 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,150 ms,43 Mbps,5587 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,157 ms,116 Mbps,14848 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,212 ms,2 Mbps,374 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,158 ms,116 Mbps,14950 kB/s
152.70.97.78,443,152.70.97.78,JP,Tokyo,中转,166 ms,96 Mbps,12390 kB/s
152.70.232.151,443,152.70.232.151,KR,Seoul,中转,154 ms,33 Mbps,4285 kB/s
146.56.153.6,443,146.56.153.6,KR,Seoul,中转,133 ms,38 Mbps,4903 kB/s
132.226.7.222,443,132.226.7.222,JP,Tokyo,中转,208 ms,100 Mbps,12902 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,151 ms,113 Mbps,14540 kB/s
8.218.102.184,443,8.218.102.184,HK,Hong Kong,中转,181 ms,84 Mbps,10854 kB/s
140.238.28.86,443,140.238.28.86,KR,Seoul,中转,133 ms,128 Mbps,16384 kB/s
144.24.80.56,443,2603:c024:8:5677:6f45:947f:3e3a:1eb8,KR,Seoul,隧道,131 ms,60 Mbps,7704 kB/s
141.147.161.58,443,141.147.161.58,JP,Tokyo,中转,160 ms,67 Mbps,8682 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,148 ms,38 Mbps,4949 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,160 ms,112 Mbps,14336 kB/s
152.70.55.37,443,2a0b:21c0:100a:1b1:0:790:2356:2ebc,DE,Frankfurt,隧道,157 ms,107 Mbps,13721 kB/s
158.180.65.145,443,2603:c024:e:6666::6666,KR,Seoul,隧道,130 ms,45 Mbps,5849 kB/s
