中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,35 ms,540 Mbps,69222 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,67 ms,318 Mbps,40755 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,210 Mbps,26931 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,70 ms,271 Mbps,34713 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,66 ms,285 Mbps,36556 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,45 ms,611 Mbps,78233 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,61 ms,351 Mbps,44953 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,68 ms,277 Mbps,35532 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,118 ms,202 Mbps,25907 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,65 ms,242 Mbps,31027 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,67 ms,39 Mbps,5054 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,73 ms,311 Mbps,39833 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,72 ms,316 Mbps,40448 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,68 ms,8 Mbps,1050 kB/s
138.3.254.39,443,138.3.254.39,,colo.txt:Frankfurt,中转,0 ms,220 Mbps,28262 kB/s
130.162.53.148,443,2606:f240:f00:dd8d:0:846c:1245:6086,US,Frankfurt,隧道,94 ms,135 Mbps,17305 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,65 ms,352 Mbps,45158 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,67 ms,337 Mbps,43212 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,88 ms,40 Mbps,5178 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,67 ms,450 Mbps,57651 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,92 ms,585 Mbps,74956 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,97 ms,224 Mbps,28672 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,194 ms,85 Mbps,10956 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,94 ms,212 Mbps,27238 kB/s
152.67.249.123,443,152.67.249.123,US,San Jose,中转,96 ms,96 Mbps,12390 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,22 ms,364 Mbps,46694 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,93 ms,96 Mbps,12390 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,67 ms,41 Mbps,5262 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,79 ms,256 Mbps,32870 kB/s
192.18.134.22,443,192.18.134.22,US,San Jose,中转,68 ms,284 Mbps,36454 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,43 ms,109 Mbps,14028 kB/s
138.2.166.143,443,2a0b:21c0:1007:1ca:0:b14:8067:c419,DE,Frankfurt,隧道,94 ms,199 Mbps,25497 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,94 ms,24 Mbps,3141 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,79 ms,45 Mbps,5872 kB/s
47.90.141.204,443,91.149.239.72,US,Los Angeles,隧道,11 ms,2 Mbps,273 kB/s
165.1.74.145,443,165.1.74.145,US,San Jose,中转,174 ms,318 Mbps,40755 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,74 ms,45 Mbps,5809 kB/s
130.61.23.77,443,130.61.23.77,130 Mbps,16691 kB/s
130.61.23.77,,,隧道,0 ms,null Mbps,null kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,67 ms,75 Mbps,9600 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,92 ms,46 Mbps,5918 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,94 ms,46 Mbps,5991 kB/s
146.56.161.229,443,146.56.161.229,KR,Seoul,中转,193 ms,79 Mbps,10137 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,71 ms,295 Mbps,37785 kB/s
132.145.252.158,443,2a0b:21c0:1007:c7:0:b4d8:33b0:3cb6,DE,Frankfurt,隧道,125 ms,208 Mbps,26726 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,93 ms,203 Mbps,26009 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,242 ms,1 Mbps,237 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,19 ms,30 Mbps,3903 kB/s
193.123.190.238,443,2a0b:21c0:1007:1cb:0:24fd:1542:bc02,DE,Frankfurt,隧道,102 ms,121 Mbps,15564 kB/s
158.180.65.145,443,2603:c024:e:6666::6666,KR,Seoul,隧道,189 ms,34 Mbps,4445 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,65 ms,114 Mbps,14643 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,186 ms,140 Mbps,18022 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,180 ms,77 Mbps,9932 kB/s
152.70.50.4,443,2a0b:21c0:1007:c9:0:60d6:d801:785d,DE,Frankfurt,隧道,98 ms,240 Mbps,30720 kB/s
141.147.0.72,443,2a0b:21c0:1007:c7:0:e0d3:7f34:a0a6,DE,Amsterdam,隧道,100 ms,234 Mbps,30003 kB/s
152.70.88.98,443,2a09:bac5:4754:1482::20b:96,KR,Seoul,隧道,193 ms,41 Mbps,5298 kB/s
140.238.23.148,443,2a09:bac1:3f00:90::299:53,KR,Seoul,隧道,196 ms,32 Mbps,4115 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,251 ms,120 Mbps,15462 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,215 ms,41 Mbps,5257 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,234 ms,29 Mbps,3790 kB/s
140.238.28.86,443,140.238.28.86,KR,Seoul,中转,207 ms,70 Mbps,8962 kB/s
130.61.222.184,443,130.61.222.184,DE,Frankfurt,中转,101 ms,199 Mbps,25497 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,237 ms,9 Mbps,1208 kB/s
146.56.43.53,443,146.56.43.53,KR,Seoul,中转,193 ms,73 Mbps,9402 kB/s
158.178.238.224,443,140.245.118.240,SG,Singapore,隧道,334 ms,54 Mbps,6950 kB/s
146.56.161.138,443,146.56.161.138,KR,Seoul,中转,193 ms,68 Mbps,8781 kB/s
131.186.57.111,443,131.186.57.111,JP,Tokyo,中转,222 ms,54 Mbps,6975 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,189 ms,78 Mbps,10035 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,120 ms,41 Mbps,5332 kB/s
47.91.18.127,443,47.91.18.127,JP,Tokyo,中转,163 ms,0 Mbps,106 kB/s
144.21.53.157,443,2603:c020:c005:8f7e:e75d:1445:1607:a7f3,GB,Paris,隧道,137 ms,184 Mbps,23654 kB/s
129.154.46.115,443,104.28.201.82,IN,Hyderabad,隧道,215 ms,37 Mbps,4752 kB/s
129.151.148.35,443,2a09:bac5:15:25a::3c:15,AE,Dubai,隧道,194 ms,19 Mbps,2438 kB/s
131.186.60.210,443,2603:c021:8002:900:8479:146e:b870:4762,JP,Tokyo,隧道,217 ms,34 Mbps,4368 kB/s
152.69.222.9,443,152.69.222.9,SG,Singapore,中转,305 ms,31 Mbps,4033 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,214 ms,65 Mbps,8420 kB/s
8.213.212.96,443,8.213.212.96,TH,Singapore,中转,359 ms,20 Mbps,2642 kB/s
132.226.7.222,443,132.226.7.222,JP,Tokyo,中转,219 ms,57 Mbps,7367 kB/s
168.138.194.74,443,168.138.194.74,JP,Tokyo,中转,223 ms,53 Mbps,6828 kB/s
146.56.179.91,443,146.56.179.91,KR,Seoul,中转,197 ms,70 Mbps,8968 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,181 ms,87 Mbps,11161 kB/s
64.110.76.250,443,2602:ffe4:407:20da:0:585a:40e2:8122,SG,Singapore,隧道,257 ms,47 Mbps,6091 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,211 ms,3 Mbps,507 kB/s
193.123.81.105,443,193.123.81.105,AE,Paris,中转,192 ms,48 Mbps,6217 kB/s
132.145.80.224,443,132.145.80.224,KR,Seoul,中转,434 ms,76 Mbps,9784 kB/s
8.222.165.104,443,8.222.165.104,SG,Singapore,中转,420 ms,0 Mbps,82 kB/s
140.238.212.95,443,140.238.212.95,CH,Milan,中转,99 ms,34 Mbps,4392 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,90 ms,25 Mbps,3269 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,69 ms,320 Mbps,40960 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,169 ms,310 Mbps,39731 kB/s
152.70.232.151,443,152.70.232.151,KR,Seoul,中转,193 ms,36 Mbps,4612 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,185 ms,86 Mbps,11059 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,267 ms,38 Mbps,4883 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,182 ms,0 Mbps,68 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,65 ms,1 Mbps,187 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,215 ms,60 Mbps,7771 kB/s
138.2.66.92,443,138.2.66.92,SG,Singapore,中转,300 ms,53 Mbps,6808 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:105,KR,Seoul,隧道,194 ms,82 Mbps,10547 kB/s
8.213.147.131,443,8.213.147.131,KR,Seoul,中转,181 ms,23 Mbps,2989 kB/s
130.162.228.90,443,130.162.228.90,DE,Frankfurt,中转,94 ms,44 Mbps,5730 kB/s
129.146.111.62,443,129.146.111.62,US,Los Angeles,中转,157 ms,361 Mbps,46284 kB/s
129.159.130.38,443,129.159.130.38,IL,Paris,中转,126 ms,6 Mbps,870 kB/s
158.178.238.239,443,104.28.254.47,SG,Singapore,隧道,238 ms,32 Mbps,4161 kB/s
192.9.158.188,443,2a09:bac1:76c0:1cf0::1d0:c1,US,San Jose,隧道,70 ms,202 Mbps,25907 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,301 ms,19 Mbps,2549 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,66 ms,30 Mbps,3847 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,208 ms,21 Mbps,2773 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,90 ms,244 Mbps,31334 kB/s
141.148.245.190,443,2a0b:21c0:100a:1b1:0:14cc:6544:9a1,DE,Frankfurt,隧道,92 ms,102 Mbps,13107 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,85 ms,212 Mbps,27136 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,86 ms,38 Mbps,4902 kB/s
