中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,23 ms,768 Mbps,98304 kB/s
35.230.79.26,443,35.212.254.121,US,Seattle,隧道,49 ms,468 Mbps,59904 kB/s
35.197.23.75,443,35.212.254.121,US,Seattle,隧道,48 ms,510 Mbps,65331 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,32 ms,104 Mbps,13312 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,25 ms,682 Mbps,87347 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,52 ms,496 Mbps,63590 kB/s
34.82.76.253,443,34.19.99.159,US,Seattle,隧道,50 ms,504 Mbps,64512 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,32 ms,67 Mbps,8633 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,53 ms,52 Mbps,6668 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,30 ms,611 Mbps,78233 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,53 ms,365 Mbps,46796 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,38 ms,547 Mbps,70041 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,30 ms,840 Mbps,107520 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,323 Mbps,41369 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,130 ms,138 Mbps,17715 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,132 ms,173 Mbps,22220 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,136 ms,166 Mbps,21299 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,133 ms,234 Mbps,30003 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,126 ms,213 Mbps,27340 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,133 ms,48 Mbps,6158 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,113 ms,45 Mbps,5827 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,114 ms,44 Mbps,5754 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,141 ms,46 Mbps,5942 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,119 ms,48 Mbps,6265 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,130 ms,156 Mbps,19968 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,146 ms,46 Mbps,5937 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,71 ms,123 Mbps,15769 kB/s
130.162.144.191,443,2a09:bac5:4737:155::22:119,KR,Seoul,隧道,177 ms,37 Mbps,4740 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,161 ms,44 Mbps,5655 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,137 ms,45 Mbps,5823 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,165 ms,108 Mbps,13926 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,187 ms,43 Mbps,5566 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,149 ms,180 Mbps,23040 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,184 ms,36 Mbps,4688 kB/s
131.186.25.247,443,107.151.176.166,US,Los Angeles,隧道,181 ms,98 Mbps,12595 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,155 ms,37 Mbps,4827 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,154 ms,155 Mbps,19865 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,207 ms,23 Mbps,3018 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,214 ms,41 Mbps,5263 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,207 ms,2 Mbps,319 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:114,KR,Seoul,隧道,192 ms,98 Mbps,12595 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,237 ms,75 Mbps,9723 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,214 ms,4 Mbps,517 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,185 ms,1 Mbps,160 kB/s
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,221 ms,0 Mbps,108 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,233 ms,51 Mbps,6625 kB/s
193.123.80.245,443,193.123.80.245,AE,Frankfurt,中转,226 ms,28 Mbps,3625 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,276 ms,0 Mbps,12 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,64 ms,203 Mbps,26009 kB/s
