中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,15 ms,5 Mbps,660 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,10 ms,764 Mbps,97792 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,49 ms,529 Mbps,67788 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,48 ms,428 Mbps,54886 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,53 ms,224 Mbps,28672 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,53 ms,332 Mbps,42598 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,52 ms,424 Mbps,54272 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,49 ms,500 Mbps,64000 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,61 ms,456 Mbps,58470 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,106 ms,45 Mbps,5807 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,110 ms,174 Mbps,22323 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,110 ms,180 Mbps,23040 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,117 ms,216 Mbps,27750 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,146 ms,123 Mbps,15769 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,150 ms,40 Mbps,5181 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,115 ms,41 Mbps,5291 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,149 ms,39 Mbps,5031 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,155 ms,45 Mbps,5846 kB/s
8.219.119.129,443,8.222.236.107,SG,Singapore,隧道,215 ms,64 Mbps,8236 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,214 ms,0 Mbps,113 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,234 ms,24 Mbps,3157 kB/s
