中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,32 ms,346 Mbps,44339 kB/s
35.230.79.26,443,35.212.231.200,US,Seattle,隧道,40 ms,944 Mbps,120832 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,4 ms,1784 Mbps,228352 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,25 ms,680 Mbps,87040 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,5 ms,732 Mbps,93798 kB/s
34.82.76.253,443,104.198.8.26,US,Seattle,隧道,44 ms,896 Mbps,114688 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,75 ms,45 Mbps,5791 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,53 ms,422 Mbps,54067 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,89 ms,46 Mbps,5900 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,5 ms,404 Mbps,51814 kB/s
35.197.23.75,443,35.212.231.200,US,Seattle,隧道,27 ms,952 Mbps,121856 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,24 ms,77 Mbps,9932 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,81 ms,380 Mbps,48742 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,15 ms,912 Mbps,116736 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,58 ms,64 Mbps,8215 kB/s
8.219.110.248,443,47.245.127.33,SG,Singapore,隧道,178 ms,65 Mbps,8425 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,155 ms,45 Mbps,5766 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,48 ms,303 Mbps,38809 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,10 ms,641 Mbps,82124 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,76 ms,42 Mbps,5403 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,2 ms,2 Mbps,278 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,87 ms,342 Mbps,43827 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,79 ms,3 Mbps,384 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,137 ms,218 Mbps,27955 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,179 ms,108 Mbps,13926 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,167 ms,108 Mbps,13926 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,163 ms,186 Mbps,23859 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,164 ms,108 Mbps,13926 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,192 ms,122 Mbps,15667 kB/s
47.90.141.204,443,91.149.239.70,US,Los Angeles,隧道,83 ms,30 Mbps,3861 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,184 ms,2 Mbps,381 kB/s
168.138.194.74,443,168.138.194.74,JP,Tokyo,中转,152 ms,123 Mbps,15769 kB/s
8.222.156.125,443,47.245.84.175,SG,Singapore,隧道,209 ms,64 Mbps,8248 kB/s
130.61.23.77,443,130.61.23.77,,Frankfurt,中转,0 ms,119 Mbps,15257 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,148 ms,146 Mbps,18739 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,172 ms,109 Mbps,14028 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,145 ms,46 Mbps,5962 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,146 ms,58 Mbps,7506 kB/s
141.148.239.46,443,2606:f240:f00:46c4:0:1222:ba6f:8277,US,Frankfurt,隧道,158 ms,83 Mbps,10649 kB/s
158.178.238.239,443,104.28.222.43,SG,Singapore,隧道,178 ms,22 Mbps,2941 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,168 ms,37 Mbps,4851 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,139 ms,108 Mbps,13824 kB/s
138.2.107.107,443,138.2.107.107,SG,Singapore,中转,197 ms,141 Mbps,18124 kB/s
143.47.184.55,443,2606:f240:f00:5a42:0:a250:3250:4760,US,Frankfurt,隧道,158 ms,102 Mbps,13107 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,184 ms,37 Mbps,4781 kB/s
8.219.78.53,443,8.219.78.53,SG,Singapore,中转,172 ms,8 Mbps,1108 kB/s
8.219.127.77,443,8.219.96.61,SG,Singapore,隧道,200 ms,70 Mbps,8965 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,168 ms,40 Mbps,5161 kB/s
47.253.161.22,443,47.253.161.22,US,Ashburn,中转,82 ms,190 Mbps,24371 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,181 ms,35 Mbps,4587 kB/s
141.147.185.63,443,141.147.185.63,JP,Tokyo,中转,206 ms,28 Mbps,3686 kB/s
8.222.215.192,443,47.236.58.234,SG,Singapore,隧道,215 ms,53 Mbps,6803 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,174 ms,104 Mbps,13312 kB/s
130.162.174.217,443,2606:f240:f00:dd8d:0:c1c1:a993:6ba3,US,Frankfurt,隧道,162 ms,144 Mbps,18534 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,157 ms,118 Mbps,15155 kB/s
8.219.207.153,443,8.222.210.246,SG,Singapore,隧道,182 ms,23 Mbps,3035 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,146 ms,140 Mbps,18022 kB/s
8.222.191.43,443,8.222.191.43,SG,Singapore,中转,208 ms,93 Mbps,11980 kB/s
141.147.154.214,443,141.147.154.214,JP,Osaka,中转,213 ms,40 Mbps,5126 kB/s
8.212.44.95,443,47.76.21.97,HK,Hong Kong,隧道,268 ms,65 Mbps,8347 kB/s
