中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,20 ms,660 Mbps,84480 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,25 ms,7 Mbps,958 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,53 ms,389 Mbps,49868 kB/s
35.230.79.26,443,35.212.128.242,US,Seattle,隧道,52 ms,468 Mbps,59904 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,49 ms,348 Mbps,44646 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,50 ms,502 Mbps,64307 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,38 ms,488 Mbps,62464 kB/s
35.197.23.75,443,35.212.128.242,US,Seattle,隧道,56 ms,427 Mbps,54681 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,24 ms,59 Mbps,7576 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,48 ms,305 Mbps,39116 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,69 ms,196 Mbps,25088 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,128 ms,149 Mbps,19148 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,118 ms,164 Mbps,21094 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,111 ms,40 Mbps,5151 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,124 ms,223 Mbps,28569 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,136 ms,200 Mbps,25702 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,154 ms,47 Mbps,6105 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,155 ms,46 Mbps,5939 kB/s
168.138.212.80,443,168.138.212.80,JP,Osaka,中转,138 ms,43 Mbps,5553 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,151 ms,175 Mbps,22425 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,179 ms,42 Mbps,5440 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,198 ms,12 Mbps,1570 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,125 ms,47 Mbps,6059 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,191 ms,41 Mbps,5268 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,201 ms,9 Mbps,1230 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,227 ms,36 Mbps,4688 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,224 ms,11 Mbps,1477 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,175 ms,105 Mbps,13516 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,183 ms,39 Mbps,5048 kB/s
