中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,70 ms,260 Mbps,33382 kB/s
129.146.7.98,443,2a09:bac1:76a0:e18::c:367,US,Los Angeles,隧道,61 ms,74 Mbps,9556 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,320 Mbps,40960 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,93 ms,212 Mbps,27238 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,89 ms,216 Mbps,27648 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,27 ms,463 Mbps,59289 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,73 ms,624 Mbps,79872 kB/s
35.230.79.26,443,34.168.165.202,US,Seattle,隧道,72 ms,320 Mbps,40960 kB/s
132.145.152.194,443,132.145.152.194,US,Ashburn,中转,56 ms,808 Mbps,103424 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,15 ms,1248 Mbps,159744 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,49 ms,691 Mbps,88473 kB/s
35.197.23.75,443,34.168.165.202,US,Seattle,隧道,68 ms,264 Mbps,33792 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,234 Mbps,30003 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,71 ms,327 Mbps,41881 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,34 ms,366 Mbps,46899 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,70 ms,342 Mbps,43827 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,90 ms,227 Mbps,29081 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,144 ms,100 Mbps,12902 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,96 ms,217 Mbps,27852 kB/s
