中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Dallas,中转,14 ms,944 Mbps,120832 kB/s
198.46.188.190,443,2a09:bac1:76a0:118::c7:9,US,Buffalo,隧道,26 ms,87 Mbps,11161 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,52 ms,394 Mbps,50483 kB/s
35.230.79.26,443,34.168.165.202,US,Seattle,隧道,51 ms,402 Mbps,51507 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,63 ms,832 Mbps,106496 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,62 ms,335 Mbps,42905 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,43 Mbps,5628 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,50 ms,421 Mbps,53964 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,372 Mbps,47718 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,51 ms,321 Mbps,41164 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,33 ms,516 Mbps,66150 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,35 ms,620 Mbps,79360 kB/s
168.138.71.220,443,168.138.71.220,CA,Montréal,中转,59 ms,61 Mbps,7860 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,35 ms,22 Mbps,2863 kB/s
35.197.23.75,443,34.168.165.202,US,Seattle,隧道,50 ms,421 Mbps,53964 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,116 ms,46 Mbps,5980 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,62 ms,358 Mbps,45875 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,59 ms,351 Mbps,44953 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,108 ms,117 Mbps,15052 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,109 ms,147 Mbps,18841 kB/s
129.146.7.98,443,2a09:bac5:60ea:1846::26b:32,US,Los Angeles,隧道,53 ms,77 Mbps,9931 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,69 ms,288 Mbps,36864 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,27 ms,723 Mbps,92569 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,63 ms,43 Mbps,5523 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,168 ms,170 Mbps,21811 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,130 ms,396 Mbps,50688 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,52 ms,130 Mbps,16691 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,54 ms,46 Mbps,5991 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,55 ms,378 Mbps,48435 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,112 ms,208 Mbps,26726 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,106 ms,51 Mbps,6538 kB/s
47.90.141.204,443,91.149.239.252,US,Los Angeles,隧道,75 ms,29 Mbps,3760 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,106 ms,181 Mbps,23244 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,113 ms,199 Mbps,25497 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,110 ms,192 Mbps,24576 kB/s
129.146.220.190,443,129.146.220.190,US,Los Angeles,中转,52 ms,166 Mbps,21299 kB/s
204.216.218.114,443,204.216.218.114,IT,Paris,中转,129 ms,49 Mbps,6394 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,101 ms,195 Mbps,24985 kB/s
150.230.122.228,443,2a0b:21c0:100a:1b3:0:3338:b57b:70d3,DE,Frankfurt,隧道,107 ms,110 Mbps,14131 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,108 ms,38 Mbps,4881 kB/s
144.24.189.21,443,144.24.189.21,DE,Frankfurt,中转,114 ms,42 Mbps,5499 kB/s
64.110.103.69,443,64.110.103.69,31 Mbps,4022 kB/s
138.2.180.100,443,2a0b:21c0:100a:1f9:0:5ad1:8ce6:9a6b,DE,Frankfurt,隧道,106 ms,96 Mbps,12288 kB/s
144.22.252.124,443,144.22.252.124,BR,S
