中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,8 ms,2064 Mbps,264192 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,24 ms,984 Mbps,125952 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,20 ms,683 Mbps,87449 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,26 ms,448 Mbps,57446 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,2 ms,920 Mbps,117760 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,72 ms,319 Mbps,40857 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,76 ms,5 Mbps,661 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,109 ms,206 Mbps,26419 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,117 ms,45 Mbps,5837 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,116 ms,216 Mbps,27648 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,149 ms,127 Mbps,16281 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,114 ms,42 Mbps,5486 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,135 ms,45 Mbps,5766 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,152 ms,39 Mbps,5085 kB/s
143.47.176.251,443,2606:f240:f00:b2ed:0:ad70:1b03:d9b3,US,Munich,隧道,170 ms,114 Mbps,14643 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,152 ms,148 Mbps,19046 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,155 ms,121 Mbps,15564 kB/s
8.219.179.34,443,47.245.114.12,SG,Singapore,隧道,169 ms,70 Mbps,8962 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,165 ms,38 Mbps,4951 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,184 ms,32 Mbps,4158 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,172 ms,8 Mbps,1102 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,167 ms,42 Mbps,5437 kB/s
