中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.169.119,443,2603:c020:6:9488:3ad:8eeb:97ea:8a47,US,Los Angeles,隧道,18 ms,455 Mbps,58265 kB/s
129.146.7.98,443,2a09:bac1:76c0:e18::c:312,US,Los Angeles,隧道,17 ms,128 Mbps,16384 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,26 ms,350 Mbps,44851 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,20 ms,1112 Mbps,142336 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,70 ms,714 Mbps,91443 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,16 ms,78 Mbps,10035 kB/s
47.88.101.9,443,47.88.101.9,US,San Jose,中转,31 ms,18 Mbps,2349 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,57 ms,400 Mbps,51302 kB/s
35.230.79.26,443,35.197.107.113,US,Seattle,隧道,37 ms,536 Mbps,68608 kB/s
198.23.196.40,443,198.23.196.40,US,Toronto,中转,81 ms,233 Mbps,29900 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,25 ms,1096 Mbps,140288 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,23 ms,1096 Mbps,140288 kB/s
35.197.23.75,443,35.197.107.113,US,Seattle,隧道,38 ms,100 Mbps,12800 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,89 ms,1024 Mbps,131072 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,122 ms,345 Mbps,44236 kB/s
192.18.150.121,443,2a09:bac1:14e0:248::2ac:2c,CA,Toronto,隧道,100 ms,311 Mbps,39833 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,48 ms,984 Mbps,125952 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,116 ms,448 Mbps,57344 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,135 ms,151 Mbps,19353 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,193 ms,653 Mbps,83660 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,178 ms,109 Mbps,14028 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,37 ms,541 Mbps,69324 kB/s
34.82.76.253,443,34.145.63.188,US,Seattle,隧道,37 ms,541 Mbps,69324 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,167 ms,42 Mbps,5393 kB/s
23.224.22.211,443,23.224.22.211,US,Los Angeles,中转,28 ms,46 Mbps,5923 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,103 ms,20 Mbps,2587 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,43 ms,626 Mbps,80179 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,107 ms,184 Mbps,23552 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,66 ms,328 Mbps,41984 kB/s
138.3.222.135,443,138.3.222.135,JP,Tokyo,中转,118 ms,45 Mbps,5880 kB/s
198.12.97.48,443,198.12.97.48,US,Chicago,中转,77 ms,196 Mbps,25190 kB/s
192.210.175.20,443,192.210.175.20,NL,Amsterdam,中转,143 ms,44 Mbps,5729 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,63 ms,379 Mbps,48537 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,304 ms,42 Mbps,5440 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,155 ms,132 Mbps,16998 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,136 ms,384 Mbps,49152 kB/s
13.250.22.76,443,2406:da18:618:7e00:ce20:ada8:8c3b:960a,SG,Singapore,隧道,179 ms,3 Mbps,417 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,147 ms,141 Mbps,18124 kB/s
