中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.231.200,US,Seattle,隧道,38 ms,608 Mbps,77926 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,33 ms,668 Mbps,85606 kB/s
34.82.76.253,443,104.198.8.26,US,Seattle,隧道,63 ms,629 Mbps,80588 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,20 ms,1160 Mbps,148480 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,22 ms,672 Mbps,86016 kB/s
129.146.7.98,443,2a09:bac1:76c0:e18::1bd:ea,US,Los Angeles,隧道,44 ms,92 Mbps,11878 kB/s
35.230.79.26,443,35.212.231.200,US,Seattle,隧道,58 ms,597 Mbps,76492 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,25 ms,824 Mbps,105472 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,62 ms,371 Mbps,47513 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,20 ms,32 Mbps,4129 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,93 ms,46 Mbps,5919 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,24 ms,0 Mbps,87 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,60 ms,408 Mbps,52326 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,136 ms,3 Mbps,469 kB/s
192.18.134.22,443,192.18.134.22,US,San Jose,中转,29 ms,1048 Mbps,134144 kB/s
158.178.147.110,443,163.123.193.6,DE,Frankfurt,隧道,146 ms,137 Mbps,17612 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,64 ms,497 Mbps,63692 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,148 ms,145 Mbps,18636 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,155 ms,3 Mbps,455 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,135 ms,95 Mbps,12185 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,77 ms,49 Mbps,6327 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,148 ms,153 Mbps,19660 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,69 ms,280 Mbps,35840 kB/s
138.3.254.39,443,138.3.254.39,,colo.txt:Frankfurt,中转,0 ms,128 Mbps,16486 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,153 ms,140 Mbps,17920 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,148 ms,135 Mbps,17305 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,145 ms,134 Mbps,17203 kB/s
18.216.55.100,443,18.216.55.100,US,Ashburn,中转,73 ms,340 Mbps,43520 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,128 ms,208 Mbps,26624 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,136 ms,128 Mbps,16384 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,166 ms,113 Mbps,14540 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,156 ms,169 Mbps,21708 kB/s
47.91.18.127,443,47.91.18.127,JP,Tokyo,中转,114 ms,180 Mbps,23142 kB/s
140.238.35.140,443,140.238.35.140,JP,Tokyo,中转,163 ms,35 Mbps,4579 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,192 ms,2 Mbps,361 kB/s
152.69.195.36,443,152.69.195.36,JP,Osaka,中转,158 ms,77 Mbps,9927 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,146 ms,24 Mbps,3158 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,197 ms,44 Mbps,5718 kB/s
129.154.197.62,443,2607:a400:a:6c:0:1977:d22e:d5e5,US,Los Angeles,隧道,176 ms,108 Mbps,13824 kB/s
146.56.149.172,443,2607:a400:a:16b:0:8c74:3314:f7da,US,Los Angeles,隧道,187 ms,106 Mbps,13619 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,149 ms,23 Mbps,2946 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,179 ms,100 Mbps,12800 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,145 ms,63 Mbps,8168 kB/s
146.56.170.1,443,2607:a400:a:16b:0:b96:ec0:8e1b,US,Los Angeles,隧道,179 ms,104 Mbps,13414 kB/s
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,167 ms,160 Mbps,20480 kB/s
8.222.152.141,443,47.245.125.52,SG,Singapore,隧道,207 ms,87 Mbps,11161 kB/s
8.219.82.140,443,47.236.58.234,SG,Singapore,隧道,248 ms,89 Mbps,11468 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,194 ms,3 Mbps,448 kB/s
146.56.159.219,443,2607:a400:a:16b:0:4a8c:a3e6:c123,US,Los Angeles,隧道,191 ms,94 Mbps,12083 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,182 ms,100 Mbps,12902 kB/s
130.61.134.32,443,2606:f240:f00:a683:0:1475:4d8b:56a7,US,Frankfurt,隧道,153 ms,116 Mbps,14950 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,163 ms,130 Mbps,16691 kB/s
168.138.149.17,443,168.138.149.17,BR,S
