中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,35 ms,332 Mbps,42598 kB/s
34.82.76.253,443,35.185.242.6,US,Seattle,隧道,37 ms,331 Mbps,42393 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,32 ms,1240 Mbps,158720 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,66 ms,448 Mbps,57344 kB/s
35.197.23.75,443,35.212.145.57,US,Seattle,隧道,40 ms,540 Mbps,69120 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,19 ms,87 Mbps,11161 kB/s
35.230.79.26,443,35.212.145.57,US,Seattle,隧道,78 ms,524 Mbps,67174 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,45 ms,389 Mbps,49868 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,56 ms,396 Mbps,50790 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,113 ms,212 Mbps,27136 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,20 ms,773 Mbps,99020 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,39 ms,155 Mbps,19865 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,108 ms,293 Mbps,37580 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,144 ms,141 Mbps,18124 kB/s
143.47.182.90,443,2a0b:21c0:100a:1f9:0:6f3e:55bb:2a14,DE,Frankfurt,隧道,159 ms,133 Mbps,17100 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,145 ms,132 Mbps,16998 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,146 ms,150 Mbps,19251 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,158 ms,164 Mbps,21094 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,148 ms,20 Mbps,2682 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,138 ms,44 Mbps,5685 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,128 ms,45 Mbps,5795 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,141 ms,183 Mbps,23449 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,150 ms,42 Mbps,5410 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,117 ms,136 Mbps,17408 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,180 ms,3 Mbps,389 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,144 ms,150 Mbps,19251 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,147 ms,132 Mbps,16998 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,124 ms,49 Mbps,6281 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,167 ms,35 Mbps,4606 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,151 ms,48 Mbps,6169 kB/s
130.162.144.191,443,2a09:bac5:4734:155::22:114,KR,Seoul,隧道,164 ms,43 Mbps,5510 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,199 ms,144 Mbps,18432 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,155 ms,48 Mbps,6201 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,162 ms,44 Mbps,5658 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,147 ms,45 Mbps,5881 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,125 ms,160 Mbps,20480 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,155 ms,1 Mbps,146 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,189 ms,16 Mbps,2115 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,189 ms,29 Mbps,3820 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,190 ms,39 Mbps,5005 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,263 ms,72 Mbps,9227 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,152 ms,42 Mbps,5394 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,175 ms,25 Mbps,3250 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,285 ms,0 Mbps,29 kB/s
193.123.80.245,443,193.123.80.245,AE,Marseille,中转,240 ms,24 Mbps,3075 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,186 ms,0 Mbps,5 kB/s
