中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,274 Mbps,35123 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,18 ms,114 Mbps,14643 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,15 ms,60 Mbps,7681 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,34 ms,54 Mbps,6928 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,31 ms,732 Mbps,93798 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,34 ms,607 Mbps,77721 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,86 ms,302 Mbps,38707 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,66 ms,345 Mbps,44236 kB/s
47.253.161.22,443,47.253.161.22,US,Ashburn,中转,30 ms,1 Mbps,189 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,78 ms,420 Mbps,53760 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,87 ms,309 Mbps,39628 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,16 ms,2 Mbps,331 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,69 ms,420 Mbps,53862 kB/s
194.36.24.34,443,2a0f:5707:fa21::1,US,San Jose,隧道,80 ms,403 Mbps,51609 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,74 ms,303 Mbps,38809 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,92 ms,235 Mbps,30105 kB/s
141.148.147.214,443,141.148.147.214,US,Los Angeles,中转,79 ms,46 Mbps,5949 kB/s
144.21.42.99,443,2606:f240:f00:46c4:0:cb65:1efe:fc60,US,Frankfurt,隧道,89 ms,272 Mbps,34816 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,240 Mbps,30720 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,85 ms,27 Mbps,3461 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,24 ms,365 Mbps,46796 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,87 ms,45 Mbps,5850 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,91 ms,235 Mbps,30105 kB/s
130.162.33.119,443,2a0b:21c0:1007:1cb:0:6285:6929:fde6,DE,Frankfurt,隧道,100 ms,155 Mbps,19865 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,111 ms,7 Mbps,939 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,135 ms,236 Mbps,30208 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,142 ms,149 Mbps,19148 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,93 ms,38 Mbps,4892 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,94 ms,74 Mbps,9539 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,110 ms,201 Mbps,25804 kB/s
193.123.63.186,443,2606:f240:f00:a683:0:f632:52ba:133b,US,Frankfurt,隧道,113 ms,193 Mbps,24780 kB/s
47.253.192.14,443,47.253.192.14,US,Ashburn,中转,8 ms,362 Mbps,46387 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,183 ms,120 Mbps,15462 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,99 ms,335 Mbps,42905 kB/s
129.159.241.239,443,2a0b:21c0:100a:1b3:0:1fab:e3fd:3ea5,DE,Frankfurt,隧道,104 ms,267 Mbps,34201 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,103 ms,40 Mbps,5200 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,86 ms,307 Mbps,39321 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,90 ms,47 Mbps,6017 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,232 ms,32 Mbps,4204 kB/s
152.70.214.15,443,2603:c021:c000:ba8c:5a47:c0e5:b682:31cb,BR,São Paulo,隧道,135 ms,159 Mbps,20377 kB/s
152.67.149.10,443,2a0b:21c0:100a:1b4:0:1828:efc4:6300,DE,Frankfurt,隧道,139 ms,104 Mbps,13312 kB/s
192.18.134.231,443,192.18.134.231,US,San Jose,中转,89 ms,286 Mbps,36659 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,127 ms,425 Mbps,54476 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,229 ms,30 Mbps,3906 kB/s
193.122.125.223,443,193.122.125.223,KR,Seoul,中转,205 ms,82 Mbps,10547 kB/s
8.219.160.201,443,47.236.1.53,SG,Singapore,隧道,235 ms,59 Mbps,7655 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,131 ms,50 Mbps,6452 kB/s
193.123.58.249,443,2a0b:21c0:1007:1c7:0:40fd:4346:ce57,DE,Frankfurt,隧道,109 ms,248 Mbps,31846 kB/s
130.162.216.244,443,2606:f240:f00:eaf1:0:22f2:7225:e1e4,US,Frankfurt,隧道,126 ms,244 Mbps,31334 kB/s
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,95 ms,226 Mbps,28979 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:13c,KR,Seoul,隧道,192 ms,80 Mbps,10240 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,205 ms,112 Mbps,14438 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,106 ms,46 Mbps,6005 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,93 ms,37 Mbps,4747 kB/s
144.24.53.45,443,144.24.53.45,US,Los Angeles,中转,108 ms,43 Mbps,5627 kB/s
152.70.52.125,443,2606:f240:f00:83a7:0:3858:80:9a75,US,Frankfurt,隧道,98 ms,276 Mbps,35328 kB/s
141.147.165.93,443,141.147.165.93,JP,Tokyo,中转,221 ms,32 Mbps,4209 kB/s
8.213.237.199,443,8.213.237.199,TH,Bangkok,中转,249 ms,52 Mbps,6766 kB/s
144.21.57.191,443,2a0b:21c0:1007:c8:0:d0e6:115c:224c,DE,Frankfurt,隧道,131 ms,116 Mbps,14950 kB/s
129.154.46.115,443,104.28.201.82,IN,Hyderabad,隧道,238 ms,29 Mbps,3770 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,206 ms,20 Mbps,2588 kB/s
8.222.182.163,443,47.236.58.234,SG,Singapore,隧道,250 ms,35 Mbps,4483 kB/s
193.123.81.105,443,193.123.81.105,AE,Paris,中转,212 ms,39 Mbps,5037 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,141 ms,26 Mbps,3332 kB/s
8.222.214.46,443,8.219.96.61,SG,Singapore,隧道,239 ms,54 Mbps,6950 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,123 ms,41 Mbps,5333 kB/s
8.219.108.86,443,47.236.51.143,SG,Singapore,隧道,252 ms,66 Mbps,8526 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,240 ms,3 Mbps,452 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,239 ms,2 Mbps,355 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,277 ms,83 Mbps,10649 kB/s
141.148.220.141,443,2a09:bac5:3afb:1a8c::2a5:104,IN,Mumbai,隧道,200 ms,41 Mbps,5369 kB/s
8.222.215.182,443,47.245.84.175,SG,Singapore,隧道,240 ms,61 Mbps,7890 kB/s
47.245.120.186,443,8.219.142.198,SG,Singapore,隧道,273 ms,61 Mbps,7834 kB/s
47.245.110.140,443,8.219.142.198,SG,Singapore,隧道,244 ms,63 Mbps,8087 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,197 ms,85 Mbps,10956 kB/s
158.178.238.239,443,104.28.222.43,SG,Singapore,隧道,253 ms,22 Mbps,2840 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,283 ms,10 Mbps,1323 kB/s
8.212.48.236,443,47.76.21.100,HK,Hong Kong,隧道,272 ms,72 Mbps,9314 kB/s
152.67.96.55,443,152.67.96.55,AU,Sydney,中转,254 ms,32 Mbps,4221 kB/s
8.222.226.11,443,47.245.84.175,SG,Singapore,隧道,276 ms,53 Mbps,6900 kB/s
141.147.185.63,443,141.147.185.63,JP,Tokyo,中转,217 ms,33 Mbps,4231 kB/s
8.218.202.1,443,240b:4001:278:8402:ffff:4062:176f:75ab,HK,Hong Kong,隧道,268 ms,77 Mbps,9970 kB/s
8.219.122.12,443,8.222.236.107,SG,Singapore,隧道,236 ms,54 Mbps,7035 kB/s
8.219.139.248,443,47.236.1.53,SG,Singapore,隧道,267 ms,62 Mbps,7954 kB/s
8.219.164.242,443,47.236.58.234,SG,Singapore,隧道,232 ms,65 Mbps,8361 kB/s
8.210.58.6,443,8.210.58.6,HK,Hong Kong,中转,253 ms,0 Mbps,21 kB/s
8.222.219.52,443,47.245.125.52,SG,Singapore,隧道,280 ms,60 Mbps,7787 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,267 ms,60 Mbps,7737 kB/s
