中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,22 ms,968 Mbps,123904 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,22 ms,23 Mbps,2981 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,10 ms,808 Mbps,103424 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,16 ms,40 Mbps,5246 kB/s
35.197.23.75,443,35.212.233.117,US,Seattle,隧道,49 ms,480 Mbps,61542 kB/s
35.230.79.26,443,35.212.233.117,US,Seattle,隧道,48 ms,502 Mbps,64307 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,49 ms,337 Mbps,43212 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,55 ms,478 Mbps,61235 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,62 ms,313 Mbps,40140 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,61 ms,405 Mbps,51916 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,365 Mbps,46796 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,59 ms,268 Mbps,34406 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,100 ms,185 Mbps,23756 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,105 ms,40 Mbps,5223 kB/s
158.101.221.74,443,2606:f240:f00:2be4:0:b97:3828:d6dd,DE,Frankfurt,隧道,108 ms,205 Mbps,26316 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,110 ms,205 Mbps,26316 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,115 ms,203 Mbps,26009 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,119 ms,49 Mbps,6333 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,116 ms,232 Mbps,29696 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,153 ms,138 Mbps,17715 kB/s
168.138.212.80,443,168.138.212.80,JP,Osaka,中转,148 ms,43 Mbps,5609 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,117 ms,47 Mbps,6092 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,150 ms,42 Mbps,5475 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,202 ms,39 Mbps,5063 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,186 ms,6 Mbps,875 kB/s
168.138.216.146,443,2602:ffe4:407:20d9:0:4da9:2681:10a7,SG,Singapore,隧道,208 ms,67 Mbps,8582 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,230 ms,34 Mbps,4383 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,210 ms,2 Mbps,318 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,256 ms,43 Mbps,5546 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,119 ms,0 Mbps,38 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,162 ms,35 Mbps,4494 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,192 ms,0 Mbps,6 kB/s
