中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,27 ms,338 Mbps,43315 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,54 ms,420 Mbps,53760 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,100 ms,693 Mbps,88780 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,37 ms,756 Mbps,96870 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,30 ms,599 Mbps,76697 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,39 ms,1776 Mbps,227328 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,34 ms,2304 Mbps,294912 kB/s
43.153.103.203,443,43.153.103.203,,San Jose,中转,0 ms,1592 Mbps,203776 kB/s
35.197.23.75,443,34.19.126.64,US,Seattle,隧道,37 ms,880 Mbps,112640 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,53 ms,63 Mbps,8068 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,39 ms,63 Mbps,8159 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,5 ms,1592 Mbps,203776 kB/s
35.230.79.26,443,34.19.126.64,US,Seattle,隧道,37 ms,798 Mbps,102195 kB/s
192.9.132.79,443,192.9.132.79,US,San Jose,中转,23 ms,1144 Mbps,146432 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,34 ms,1208 Mbps,154624 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,36 ms,528 Mbps,67686 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,70 ms,269 Mbps,34508 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,38 ms,526 Mbps,67379 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,41 ms,2 Mbps,366 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,74 ms,86 Mbps,11059 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,61 ms,360 Mbps,46080 kB/s
35.198.83.144,443,2a0b:21c0:100a:1b4:0:8e1c:aa81:7678,DE,Frankfurt,隧道,152 ms,116 Mbps,14848 kB/s
129.154.50.220,443,129.154.50.220,KR,Hong Kong,中转,137 ms,85 Mbps,10956 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,60 ms,355 Mbps,45465 kB/s
8.219.201.245,443,8.219.201.245,,colo.txt:Singapore,中转,0 ms,80 Mbps,10240 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,194 ms,40 Mbps,5196 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,90 ms,21 Mbps,2714 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,151 ms,108 Mbps,13824 kB/s
168.138.201.0,443,168.138.201.0,JP,Tokyo,中转,151 ms,37 Mbps,4832 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,197 ms,48 Mbps,6166 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,128 ms,167 Mbps,21401 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,160 ms,101 Mbps,13004 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,148 ms,37 Mbps,4804 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,154 ms,117 Mbps,15052 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,154 ms,106 Mbps,13619 kB/s
138.3.222.135,443,138.3.222.135,JP,Osaka,中转,156 ms,44 Mbps,5671 kB/s
8.219.84.214,443,8.219.84.214,SG,Singapore,中转,169 ms,76 Mbps,9845 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,169 ms,88 Mbps,11366 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,170 ms,71 Mbps,9200 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,169 ms,77 Mbps,9981 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,160 ms,116 Mbps,14950 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,147 ms,44 Mbps,5662 kB/s
152.67.149.55,443,98.98.166.194,AE,Frankfurt,隧道,182 ms,113 Mbps,14540 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,170 ms,112 Mbps,14438 kB/s
34.154.110.117,443,98.98.166.182,AE,Frankfurt,隧道,164 ms,105 Mbps,13516 kB/s
138.2.61.180,443,104.28.206.113,JP,Osaka,隧道,184 ms,60 Mbps,7745 kB/s
8.219.237.250,443,8.219.237.250,SG,Singapore,中转,273 ms,111 Mbps,14233 kB/s
47.243.107.148,443,47.243.107.148,HK,Hong Kong,中转,153 ms,89 Mbps,11468 kB/s
146.56.161.229,443,146.56.161.229,KR,Tokyo,中转,129 ms,111 Mbps,14233 kB/s
8.219.193.202,443,8.219.193.202,SG,Singapore,中转,170 ms,71 Mbps,9124 kB/s
8.222.181.117,443,8.222.181.117,SG,Singapore,中转,169 ms,88 Mbps,11366 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,155 ms,119 Mbps,15257 kB/s
144.22.252.124,443,144.22.252.124,BR,S
