中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,87 ms,220 Mbps,28160 kB/s
198.46.188.190,443,2a09:bac1:76a0:118::c7:d,US,Buffalo,隧道,18 ms,80 Mbps,10342 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,66 ms,310 Mbps,39731 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,81 ms,257 Mbps,32972 kB/s
47.88.101.9,443,47.88.101.9,US,San Jose,中转,69 ms,240 Mbps,30822 kB/s
35.230.79.26,443,34.127.24.50,US,Seattle,隧道,66 ms,350 Mbps,44851 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,67 ms,321 Mbps,41164 kB/s
198.23.196.40,443,198.23.196.40,US,Toronto,中转,45 ms,602 Mbps,77107 kB/s
192.18.149.159,443,192.18.149.159,CA,Toronto,中转,38 ms,0 Mbps,113 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,90 ms,255 Mbps,32665 kB/s
3.97.14.70,443,3.97.14.70,CA,Montréal,中转,30 ms,608 Mbps,77824 kB/s
107.172.218.159,443,104.28.201.73,US,San Jose,隧道,67 ms,280 Mbps,35942 kB/s
47.89.191.155,443,47.89.191.155,US,Ashburn,中转,25 ms,40 Mbps,5160 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,84 ms,501 Mbps,64204 kB/s
141.144.198.61,443,2606:f240:f00:eaf1:0:6419:fc8d:4cd,US,Frankfurt,隧道,101 ms,116 Mbps,14848 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,10 ms,672 Mbps,86118 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,88 ms,221 Mbps,28364 kB/s
192.210.175.20,443,192.210.175.20,NL,Amsterdam,中转,87 ms,50 Mbps,6405 kB/s
23.224.22.211,443,23.224.22.211,US,Los Angeles,中转,56 ms,46 Mbps,5926 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,77 ms,249 Mbps,31948 kB/s
192.18.150.121,443,2a09:bac5:184c:1ad2::2ac:30,CA,Toronto,隧道,15 ms,248 Mbps,31846 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,144 ms,285 Mbps,36556 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,71 ms,215 Mbps,27545 kB/s
129.146.7.98,443,2a09:bac5:60e9:1173::1bd:61,US,Los Angeles,隧道,69 ms,75 Mbps,9668 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,245 ms,310 Mbps,39731 kB/s
35.197.23.75,443,34.127.24.50,US,Seattle,隧道,65 ms,350 Mbps,44851 kB/s
34.154.56.128,443,2a0b:21c0:100a:1b3:0:ca23:a05f:134f,DE,Frankfurt,隧道,157 ms,116 Mbps,14950 kB/s
34.154.129.158,443,2606:f240:f00:a683:0:c8c2:5ac7:e5f8,US,Frankfurt,隧道,106 ms,180 Mbps,23142 kB/s
13.38.56.6,443,13.38.56.6,FR,Paris,中转,89 ms,262 Mbps,33587 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,88 ms,240 Mbps,30720 kB/s
34.82.76.253,443,34.145.63.188,US,Seattle,隧道,109 ms,325 Mbps,41676 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,98 ms,92 Mbps,11878 kB/s
34.118.80.175,443,2a0b:21c0:1007:1cb:0:1cf2:1085:afdc,DE,Frankfurt,隧道,111 ms,175 Mbps,22425 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,168 ms,225 Mbps,28876 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,132 ms,221 Mbps,28364 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,195 ms,378 Mbps,48435 kB/s
8.219.140.63,443,8.219.140.63,SG,Singapore,中转,249 ms,60 Mbps,7734 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,70 ms,304 Mbps,38912 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,194 ms,45 Mbps,5762 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,144 ms,46 Mbps,5918 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,71 ms,283 Mbps,36249 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,87 ms,110 Mbps,14131 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,156 ms,104 Mbps,13414 kB/s
8.219.240.160,443,8.219.240.160,SG,Singapore,中转,248 ms,65 Mbps,8381 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,215 ms,38 Mbps,4955 kB/s
47.236.12.195,443,47.236.12.195,SG,Singapore,中转,251 ms,51 Mbps,6631 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,252 ms,50 Mbps,6525 kB/s
3.138.59.154,443,3.13.180.72,US,,隧道,18 ms,633 Mbps,81100 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,202 ms,92 Mbps,11878 kB/s
13.250.22.76,443,2406:da18:618:7e00:ce20:ada8:8c3b:960a,SG,Singapore,隧道,227 ms,2 Mbps,263 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,251 ms,54 Mbps,7010 kB/s
8.219.103.126,443,8.219.103.126,SG,Singapore,中转,252 ms,54 Mbps,6968 kB/s
8.219.179.34,443,8.219.179.34,SG,Singapore,中转,254 ms,65 Mbps,8356 kB/s
47.236.87.206,443,47.236.87.206,SG,Singapore,中转,255 ms,54 Mbps,7039 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,210 ms,38 Mbps,4983 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,248 ms,56 Mbps,7259 kB/s
47.245.115.6,443,47.245.115.6,SG,Singapore,中转,252 ms,53 Mbps,6911 kB/s
47.236.121.7,443,47.236.121.7,SG,Singapore,中转,248 ms,56 Mbps,7282 kB/s
8.219.228.186,443,8.219.228.186,SG,Singapore,中转,251 ms,55 Mbps,7128 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,231 ms,2 Mbps,309 kB/s
18.130.168.34,443,18.130.168.34,GB,,中转,91 ms,273 Mbps,35020 kB/s
18.191.122.211,443,3.13.180.72,US,,隧道,28 ms,735 Mbps,94105 kB/s
8.222.225.193,443,8.222.225.193,SG,Singapore,中转,249 ms,0 Mbps,93 kB/s
44.230.218.23,443,52.35.136.129,US,,隧道,83 ms,7 Mbps,937 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,215 ms,4 Mbps,564 kB/s
204.110.220.3,443,204.110.220.107,US,,隧道,96 ms,223 Mbps,28569 kB/s
8.222.205.210,443,8.222.205.210,SG,Singapore,中转,309 ms,55 Mbps,7060 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,86 ms,253 Mbps,32460 kB/s
8.219.170.180,443,8.219.170.180,SG,Osaka,中转,251 ms,52 Mbps,6670 kB/s
8.222.128.131,443,8.222.128.131,SG,Singapore,中转,250 ms,53 Mbps,6873 kB/s
13.59.65.96,443,13.59.65.96,US,,中转,61 ms,574 Mbps,73523 kB/s
8.219.52.156,443,8.219.52.156,SG,Osaka,中转,250 ms,24 Mbps,3191 kB/s
8.222.193.65,443,8.222.193.65,SG,Osaka,中转,246 ms,54 Mbps,7005 kB/s
18.237.22.14,443,18.237.22.14,US,,中转,91 ms,216 Mbps,27648 kB/s
8.222.254.91,443,8.222.254.91,SG,Osaka,中转,251 ms,55 Mbps,7079 kB/s
18.159.105.97,443,3.68.128.205,DE,,隧道,90 ms,236 Mbps,30310 kB/s
8.219.3.53,443,8.219.3.53,SG,Osaka,中转,250 ms,56 Mbps,7210 kB/s
129.151.152.254,443,129.151.152.254,AE,Amsterdam,中转,196 ms,34 Mbps,4472 kB/s
34.150.180.124,443,34.150.180.124,US,,中转,78 ms,787 Mbps,100761 kB/s
35.199.37.84,443,35.199.37.84,US,,中转,93 ms,800 Mbps,102400 kB/s
8.219.66.156,443,8.219.66.156,SG,Tokyo,中转,364 ms,47 Mbps,6016 kB/s
43.204.146.16,443,43.204.146.16,IN,,中转,210 ms,63 Mbps,8133 kB/s
3.135.201.228,443,3.135.201.228,US,,中转,116 ms,713 Mbps,91340 kB/s
34.69.150.180,443,34.69.150.180,US,,中转,88 ms,665 Mbps,85196 kB/s
3.68.62.122,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,92 ms,249 Mbps,31948 kB/s
3.127.55.133,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,93 ms,244 Mbps,31232 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,38 ms,39 Mbps,5047 kB/s
18.156.209.101,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,89 ms,239 Mbps,30617 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,36 ms,550 Mbps,70451 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,27 ms,496 Mbps,63590 kB/s
168.138.201.0,443,168.138.201.0,JP,Tokyo,中转,159 ms,39 Mbps,5072 kB/s
146.70.175.169,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,83 ms,228 Mbps,29184 kB/s
13.57.182.91,443,2a09:bac5:6442:28::4:2fc,US,San Jose,隧道,66 ms,295 Mbps,37785 kB/s
146.70.175.185,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,86 ms,233 Mbps,29900 kB/s
146.70.175.182,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,83 ms,223 Mbps,28569 kB/s
