中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,11 ms,832 Mbps,106496 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,25 ms,1 Mbps,241 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,48 ms,536 Mbps,68608 kB/s
129.146.46.164,443,129.146.46.164,US,296 Mbps,37990 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,49 ms,508 Mbps,65024 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,48 ms,538 Mbps,68915 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,49 ms,452 Mbps,57958 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,449 Mbps,57548 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,61 ms,439 Mbps,56217 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,107 ms,184 Mbps,23654 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,109 ms,224 Mbps,28672 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,106 ms,183 Mbps,23449 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,115 ms,42 Mbps,5445 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,141 ms,156 Mbps,19968 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,150 ms,36 Mbps,4649 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,151 ms,49 Mbps,6327 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,120 ms,45 Mbps,5784 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,203 ms,32 Mbps,4183 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,214 ms,11 Mbps,1483 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,203 ms,72 Mbps,9324 kB/s
