中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,20 ms,688 Mbps,88064 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,68 ms,103 Mbps,13209 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,70 ms,249 Mbps,31948 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,96 ms,210 Mbps,26931 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,69 ms,324 Mbps,41574 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,65 ms,211 Mbps,27033 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,78 ms,352 Mbps,45056 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,55 ms,358 Mbps,45875 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,307 Mbps,39321 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,93 ms,289 Mbps,37068 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,96 ms,48 Mbps,6173 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,101 ms,251 Mbps,32153 kB/s
143.47.185.70,443,2606:f240:f00:46c4:0:37bf:18b:e8c8,DE,Frankfurt,隧道,101 ms,129 Mbps,16588 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,98 ms,47 Mbps,6124 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Amsterdam,隧道,102 ms,50 Mbps,6451 kB/s
184.169.181.217,443,184.169.181.217,US,London,中转,83 ms,348 Mbps,44646 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,187 ms,112 Mbps,14336 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,175 ms,38 Mbps,4965 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,213 ms,27 Mbps,3518 kB/s
131.186.17.132,443,131.186.17.132,KR,Tokyo,中转,205 ms,40 Mbps,5121 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,226 ms,35 Mbps,4486 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,269 ms,31 Mbps,3994 kB/s
64.110.104.30,443,64.110.104.30,JP,Singapore,中转,195 ms,34 Mbps,4458 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,274 ms,63 Mbps,8122 kB/s
150.230.7.216,443,150.230.7.216,JP,Perth,中转,183 ms,34 Mbps,4372 kB/s
64.110.101.125,443,64.110.101.125,JP,Perth,中转,188 ms,75 Mbps,9617 kB/s
129.159.84.71,443,129.159.84.71,US,Riga,中转,106 ms,0 Mbps,60 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,228 ms,2 Mbps,265 kB/s
