中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Newark,中转,5 ms,7 Mbps,964 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,24 ms,712 Mbps,91136 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,59 ms,478 Mbps,61235 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,71 ms,308 Mbps,39424 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,70 ms,375 Mbps,48025 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,69 ms,302 Mbps,38707 kB/s
35.230.79.26,443,35.212.241.9,US,Seattle,隧道,68 ms,339 Mbps,43417 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,73 ms,314 Mbps,40243 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,95 ms,47 Mbps,6040 kB/s
35.197.23.75,443,35.212.241.9,US,Seattle,隧道,68 ms,280 Mbps,35942 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,64 ms,396 Mbps,50790 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,98 ms,49 Mbps,6379 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,100 ms,42 Mbps,5406 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,153 ms,136 Mbps,17408 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,174 ms,37 Mbps,4793 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,164 ms,31 Mbps,4024 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,205 ms,36 Mbps,4608 kB/s
168.138.165.174,443,168.138.165.174,SG,Tokyo,中转,230 ms,32 Mbps,4133 kB/s
