中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,25 ms,880 Mbps,112640 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,2 ms,2136 Mbps,273408 kB/s
23.94.43.51,443,23.94.43.51,US,Portland,中转,24 ms,580 Mbps,74342 kB/s
129.146.46.164,443,129.146.46.164,331 Mbps,42393 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,14 ms,904 Mbps,115712 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,24 ms,936 Mbps,119808 kB/s
129.146.209.97,443,129.146.209.97,US,Phoenix,中转,17 ms,421 Mbps,53964 kB/s
129.146.7.98,443,129.146.7.98,US,Phoenix,中转,17 ms,460 Mbps,58880 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,72 ms,39 Mbps,5026 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,28 ms,292 Mbps,37376 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,66 ms,316 Mbps,40550 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,164 ms,148 Mbps,19046 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,168 ms,0 Mbps,23 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,106 ms,203 Mbps,26009 kB/s
129.154.197.32,443,2602:ffe4:407:20d9:0:f0e:3122:3109,SG,Singapore,隧道,204 ms,57 Mbps,7329 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,115 ms,42 Mbps,5433 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,91 ms,1 Mbps,131 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,115 ms,29 Mbps,3722 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,165 ms,115 Mbps,14745 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,156 ms,37 Mbps,4789 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,139 ms,31 Mbps,3973 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,159 ms,38 Mbps,4951 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,163 ms,121 Mbps,15564 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,163 ms,33 Mbps,4252 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,167 ms,39 Mbps,5080 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,172 ms,20 Mbps,2574 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,170 ms,34 Mbps,4408 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,164 ms,40 Mbps,5131 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,140 ms,39 Mbps,5028 kB/s
