中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,259 Mbps,33177 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,33 ms,646 Mbps,82739 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,64 ms,280 Mbps,35942 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,94 ms,213 Mbps,27340 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,85 ms,47 Mbps,6064 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,38 ms,490 Mbps,62771 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,37 ms,652 Mbps,83456 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,67 ms,346 Mbps,44339 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,73 ms,333 Mbps,42700 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,74 ms,306 Mbps,39219 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,70 ms,38 Mbps,4923 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,95 ms,225 Mbps,28876 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,221 Mbps,28364 kB/s
47.89.151.17,443,47.89.151.17,US,Ashburn,中转,6 ms,4 Mbps,574 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,65 ms,345 Mbps,44236 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,84 ms,241 Mbps,30924 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,123 ms,125 Mbps,16076 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,69 ms,313 Mbps,40140 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,67 ms,263 Mbps,33689 kB/s
132.226.31.178,443,2a09:bac5:60ec:78::c:32b,US,Los Angeles,隧道,58 ms,38 Mbps,4890 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,257 Mbps,32972 kB/s
192.9.138.241,443,192.9.138.241,,colo.txt:San Jose,中转,0 ms,264 Mbps,33792 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,98 ms,77 Mbps,9917 kB/s
165.1.74.145,443,165.1.74.145,US,San Jose,中转,74 ms,281 Mbps,36044 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,73 ms,292 Mbps,37376 kB/s
144.21.34.245,443,2a0b:21c0:1007:c9:0:764a:feb6:dd40,DE,Frankfurt,隧道,95 ms,203 Mbps,26009 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,85 ms,241 Mbps,30924 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,161 ms,114 Mbps,14643 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,194 ms,92 Mbps,11878 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,86 ms,232 Mbps,29696 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,49 ms,457 Mbps,58572 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,95 ms,216 Mbps,27648 kB/s
144.22.252.124,443,144.22.252.124,BR,S
