中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,52 ms,424 Mbps,54272 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,65 ms,270 Mbps,34611 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,15 ms,904 Mbps,115712 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,53 ms,452 Mbps,57856 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,111 ms,412 Mbps,52838 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,62 ms,443 Mbps,56729 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,68 ms,705 Mbps,90316 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,52 ms,393 Mbps,50380 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,34 ms,517 Mbps,66252 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,49 ms,335 Mbps,42905 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,55 ms,405 Mbps,51916 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,39 Mbps,5019 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,50 Mbps,6408 kB/s
165.1.74.145,443,165.1.74.145,US,San Jose,中转,52 ms,412 Mbps,52838 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,53 ms,390 Mbps,49971 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,110 ms,166 Mbps,21299 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,101 ms,167 Mbps,21401 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,52 ms,418 Mbps,53555 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,54 ms,50 Mbps,6432 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,173 ms,104 Mbps,13312 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,52 ms,108 Mbps,13926 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,336 Mbps,43110 kB/s
141.147.13.236,443,2a0b:21c0:1007:1cb:0:6df4:a964:fcf8,DE,Frankfurt,隧道,110 ms,154 Mbps,19763 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,102 ms,47 Mbps,6091 kB/s
129.146.7.98,443,2a09:bac5:60eb:1846::26b:92,US,Los Angeles,隧道,58 ms,64 Mbps,8304 kB/s
192.18.134.22,443,192.18.134.22,US,San Jose,中转,68 ms,376 Mbps,48128 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,49 ms,309 Mbps,39628 kB/s
130.162.172.74,443,2a0b:21c0:100a:1b0:0:a70b:3a55:3679,DE,Frankfurt,隧道,109 ms,100 Mbps,12800 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,23 ms,57 Mbps,7327 kB/s
130.61.23.77,443,130.61.23.77,DE,170 Mbps,21811 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,58 ms,413 Mbps,52940 kB/s
192.18.128.200,443,2603:c024:c012:de20:522a:c213:b2be:66e4,US,San Jose,隧道,129 ms,57 Mbps,7408 kB/s
144.21.53.157,443,2603:c020:c005:8f7e:e75d:1445:1607:a7f3,GB,Manchester,隧道,97 ms,178 Mbps,22835 kB/s
47.90.141.204,443,91.149.239.252,US,Los Angeles,隧道,41 ms,29 Mbps,3749 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,98 ms,204 Mbps,26112 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,101 ms,192 Mbps,24576 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,105 ms,186 Mbps,23859 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,144 ms,120 Mbps,15360 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,117 ms,84 Mbps,10752 kB/s
144.22.252.124,443,144.22.252.124,BR,S
