中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,18 ms,1088 Mbps,139264 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,68 ms,243 Mbps,31129 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,52 ms,376 Mbps,48128 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,18 ms,444 Mbps,56934 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,22 ms,636 Mbps,81510 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,52 ms,48 Mbps,6229 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,65 ms,344 Mbps,44134 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,112 ms,30 Mbps,3881 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,43 Mbps,5530 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,97 ms,144 Mbps,18432 kB/s
35.197.23.75,443,34.168.165.202,US,Seattle,隧道,54 ms,388 Mbps,49664 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,55 ms,384 Mbps,49152 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,52 ms,2 Mbps,335 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,54 ms,587 Mbps,75161 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,50 ms,356 Mbps,45568 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,92 ms,408 Mbps,52326 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,15 ms,428 Mbps,54886 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,70 ms,408 Mbps,52224 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,52 ms,420 Mbps,53760 kB/s
35.230.79.26,443,34.168.165.202,US,Seattle,隧道,52 ms,435 Mbps,55705 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,110 ms,179 Mbps,22937 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,62 ms,436 Mbps,55808 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,112 ms,398 Mbps,50995 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,90 ms,80 Mbps,10342 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,106 ms,168 Mbps,21606 kB/s
34.82.76.253,443,34.127.109.144,US,Seattle,隧道,69 ms,403 Mbps,51609 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,154 ms,0 Mbps,76 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,106 ms,176 Mbps,22528 kB/s
168.138.66.11,443,168.138.66.11,CA,Montréal,中转,135 ms,72 Mbps,9233 kB/s
144.21.51.110,443,144.21.51.110,GB,London,中转,167 ms,212 Mbps,27136 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,174 ms,107 Mbps,13721 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,134 Mbps,17203 kB/s
193.123.56.44,443,2a0b:21c0:1007:c9:0:4bdd:88f3:10de,DE,Frankfurt,隧道,196 ms,176 Mbps,22630 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,154 ms,110 Mbps,14131 kB/s
130.61.83.37,443,130.61.83.37,DE,Frankfurt,中转,222 ms,161 Mbps,20684 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,108 ms,172 Mbps,22118 kB/s
