中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,26 ms,755 Mbps,96665 kB/s
129.146.46.164,443,129.146.46.164,US,326 Mbps,41779 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,22 ms,1 Mbps,253 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,70 ms,332 Mbps,42598 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,59 ms,448 Mbps,57446 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,91 ms,233 Mbps,29900 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,74 ms,326 Mbps,41779 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,63 ms,297 Mbps,38092 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,81 ms,179 Mbps,22937 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,90 ms,43 Mbps,5579 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,68 ms,394 Mbps,50483 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,277 Mbps,35532 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,92 ms,244 Mbps,31232 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,91 ms,50 Mbps,6471 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,163 ms,118 Mbps,15155 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,171 ms,46 Mbps,5997 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,162 ms,43 Mbps,5581 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,175 ms,43 Mbps,5563 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,173 ms,136 Mbps,17408 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,216 ms,9 Mbps,1221 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,208 ms,35 Mbps,4552 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,235 ms,34 Mbps,4457 kB/s
