中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.46.188.190,443,2a09:bac5:a5fb:7cd::c7:c,US,Buffalo,隧道,38 ms,83 Mbps,10649 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,63 ms,282 Mbps,36147 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,17 ms,680 Mbps,87142 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,101 ms,169 Mbps,21708 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,19 ms,38 Mbps,4874 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,106 ms,164 Mbps,21094 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,52 ms,430 Mbps,55091 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,51 ms,403 Mbps,51609 kB/s
130.162.163.232,443,2a0b:21c0:1007:1cb:0:9952:3d7e:21ff,DE,Frankfurt,隧道,106 ms,131 Mbps,16793 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,171 ms,7 Mbps,968 kB/s
150.230.144.214,443,2a0b:21c0:1007:c9:0:d83:d99:ecda,DE,Frankfurt,隧道,106 ms,174 Mbps,22323 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,108 ms,179 Mbps,22937 kB/s
35.230.79.26,443,34.83.26.184,US,Seattle,隧道,51 ms,413 Mbps,52940 kB/s
84.235.173.139,443,2a0b:21c0:100a:1b1:0:fe80:a470:be3,DE,Frankfurt,隧道,107 ms,102 Mbps,13107 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,61 ms,333 Mbps,42700 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,54 ms,317 Mbps,40652 kB/s
35.197.23.75,443,34.83.26.184,US,Seattle,隧道,70 ms,391 Mbps,50073 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,186 ms,108 Mbps,13926 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,52 ms,207 Mbps,26521 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,110 ms,193 Mbps,24780 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,21 ms,673 Mbps,86220 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,32 ms,455 Mbps,58265 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,25 ms,472 Mbps,60518 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,49 ms,412 Mbps,52838 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,213 ms,67 Mbps,8631 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,117 ms,43 Mbps,5593 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,85 ms,380 Mbps,48640 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,61 ms,40 Mbps,5158 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,29 ms,667 Mbps,85401 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,110 ms,104 Mbps,13312 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,22 ms,353 Mbps,45260 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,52 ms,50 Mbps,6407 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,86 ms,428 Mbps,54886 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,53 ms,423 Mbps,54169 kB/s
8.211.38.4,443,2a0b:21c0:100a:1b0:0:1f4a:6af7:aa5e,DE,Frankfurt,隧道,106 ms,108 Mbps,13926 kB/s
141.147.71.54,443,2a0b:21c0:100a:1b1:0:6166:34e5:ce92,DE,Frankfurt,隧道,106 ms,99 Mbps,12697 kB/s
146.56.161.229,443,146.56.161.229,KR,Tokyo,中转,177 ms,46 Mbps,5990 kB/s
64.110.88.46,443,64.110.88.46,KR,Tokyo,中转,179 ms,82 Mbps,10547 kB/s
138.3.254.39,443,138.3.254.39,,colo.txt:Frankfurt,中转,0 ms,165 Mbps,21196 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,99 ms,194 Mbps,24883 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,107 ms,41 Mbps,5267 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,30 ms,59 Mbps,7677 kB/s
44.230.218.23,443,54.212.217.183,US,,隧道,60 ms,16 Mbps,2148 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,110 ms,187 Mbps,23961 kB/s
138.2.99.97,443,138.2.99.97,SG,Singapore,中转,249 ms,59 Mbps,7679 kB/s
8.222.193.65,443,8.222.193.65,,colo.txt:Singapore,中转,0 ms,69 Mbps,8882 kB/s
18.130.168.34,443,18.130.168.34,GB,,中转,99 ms,221 Mbps,28364 kB/s
138.3.210.24,443,2603:c021:800d:a344:0:1::,JP,Tokyo,隧道,207 ms,66 Mbps,8565 kB/s
193.123.38.8,443,98.98.156.14,AE,Frankfurt,隧道,106 ms,100 Mbps,12902 kB/s
204.110.220.3,443,204.110.220.175,US,,隧道,64 ms,299 Mbps,38297 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,213 ms,115 Mbps,14745 kB/s
8.219.174.213,443,8.219.174.213,SG,Singapore,中转,212 ms,61 Mbps,7900 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,224 ms,2 Mbps,275 kB/s
3.67.232.136,443,3.68.128.205,DE,,隧道,108 ms,167 Mbps,21401 kB/s
129.154.50.220,443,129.154.50.220,KR,Hong Kong,中转,174 ms,76 Mbps,9836 kB/s
8.219.114.201,443,8.219.114.201,SG,Singapore,中转,216 ms,71 Mbps,9123 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,213 ms,56 Mbps,7169 kB/s
141.147.186.227,443,141.147.186.227,JP,Tokyo,中转,208 ms,59 Mbps,7605 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,210 ms,75 Mbps,9716 kB/s
8.219.199.220,443,8.219.199.220,SG,Singapore,中转,215 ms,72 Mbps,9236 kB/s
138.3.222.135,443,138.3.222.135,JP,Hong Kong,中转,205 ms,37 Mbps,4796 kB/s
3.138.59.154,443,3.13.180.72,US,,隧道,30 ms,848 Mbps,108544 kB/s
35.183.163.195,443,35.183.44.177,CA,,隧道,51 ms,773 Mbps,99020 kB/s
8.219.200.145,443,8.219.200.145,SG,Singapore,中转,213 ms,61 Mbps,7931 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,208 ms,59 Mbps,7659 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,59 ms,336 Mbps,43110 kB/s
8.219.248.47,443,8.219.248.47,SG,Singapore,中转,213 ms,43 Mbps,5527 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,61 ms,206 Mbps,26419 kB/s
8.219.111.147,443,8.219.111.147,SG,Singapore,中转,214 ms,72 Mbps,9239 kB/s
54.203.85.46,443,204.110.220.220,US,,隧道,55 ms,245 Mbps,31436 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,205 ms,14 Mbps,1814 kB/s
8.219.66.156,443,8.219.66.156,SG,Osaka,中转,212 ms,71 Mbps,9121 kB/s
129.159.241.172,443,129.159.241.172,DE,,中转,106 ms,89 Mbps,11468 kB/s
3.127.55.133,443,3.68.128.205,DE,,隧道,114 ms,195 Mbps,24985 kB/s
34.148.187.247,443,34.148.187.247,US,,中转,185 ms,617 Mbps,79052 kB/s
130.61.87.219,443,130.61.87.219,DE,,中转,125 ms,157 Mbps,20172 kB/s
35.157.240.237,443,3.68.128.205,DE,,隧道,108 ms,201 Mbps,25804 kB/s
3.66.115.225,443,3.68.128.205,DE,,隧道,140 ms,203 Mbps,26009 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,208 ms,3 Mbps,411 kB/s
150.230.149.208,443,150.230.149.208,DE,,中转,108 ms,88 Mbps,11366 kB/s
131.186.28.236,443,131.186.28.236,KR,Hong Kong,中转,175 ms,14 Mbps,1904 kB/s
47.242.202.230,443,47.242.202.230,HK,Hong Kong,中转,196 ms,4 Mbps,584 kB/s
103.137.63.3,443,61.224.95.168,TW,,隧道,195 ms,80 Mbps,10240 kB/s
18.191.122.211,443,3.13.180.72,US,,隧道,29 ms,739 Mbps,94617 kB/s
18.159.105.97,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,117 ms,184 Mbps,23654 kB/s
43.205.48.107,443,43.205.48.107,IN,,中转,223 ms,46 Mbps,6001 kB/s
18.185.254.189,443,3.68.128.205,DE,,隧道,110 ms,173 Mbps,22220 kB/s
43.204.146.16,443,43.204.146.16,IN,,中转,225 ms,43 Mbps,5607 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,184 ms,0 Mbps,58 kB/s
132.226.209.178,443,2606:f240:f00:eaf1:0:62b2:f57e:f35f,US,Frankfurt,隧道,105 ms,92 Mbps,11878 kB/s
192.9.172.26,443,192.9.172.26,AU,Sydney,中转,190 ms,86 Mbps,11059 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,199 ms,8 Mbps,1137 kB/s
47.90.141.204,443,91.149.239.252,US,Los Angeles,隧道,22 ms,30 Mbps,3904 kB/s
8.219.170.232,443,8.219.170.232,SG,Singapore,中转,209 ms,60 Mbps,7770 kB/s
8.219.210.64,443,8.219.210.64,SG,Singapore,中转,211 ms,63 Mbps,8155 kB/s
192.9.159.65,443,192.9.159.65,US,San Jose,中转,55 ms,42 Mbps,5428 kB/s
