中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,92 ms,273 Mbps,35020 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,38 ms,226 Mbps,28979 kB/s
35.230.79.26,443,35.212.156.18,US,Seattle,隧道,83 ms,268 Mbps,34304 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,84 ms,24 Mbps,3109 kB/s
47.90.141.204,443,91.149.239.64,US,Los Angeles,隧道,3 ms,34 Mbps,4479 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,113 ms,280 Mbps,35942 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,5 ms,65 Mbps,8364 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,97 ms,7 Mbps,991 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,101 ms,135 Mbps,17305 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,24 ms,74 Mbps,9476 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,61 ms,48 Mbps,6241 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,81 ms,136 Mbps,17510 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,91 ms,46 Mbps,5964 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,85 ms,209 Mbps,26828 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,21 ms,464 Mbps,59494 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,32 ms,181 Mbps,23244 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,117 ms,249 Mbps,31948 kB/s
35.197.23.75,443,35.212.156.18,US,Seattle,隧道,83 ms,259 Mbps,33177 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,88 ms,296 Mbps,37990 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,95 ms,273 Mbps,35020 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,101 ms,41 Mbps,5349 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,101 ms,226 Mbps,28979 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,123 ms,228 Mbps,29184 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,104 ms,232 Mbps,29696 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,113 ms,115 Mbps,14745 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,165 ms,113 Mbps,14540 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,101 ms,250 Mbps,32051 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,100 ms,125 Mbps,16076 kB/s
193.122.62.253,443,2a0b:21c0:100a:1b2:0:fa58:1028:6788,DE,Frankfurt,隧道,97 ms,121 Mbps,15564 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,107 ms,47 Mbps,6042 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,94 ms,36 Mbps,4689 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,84 ms,254 Mbps,32563 kB/s
141.144.204.88,443,98.98.156.34,DE,Frankfurt,隧道,114 ms,224 Mbps,28672 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,88 ms,46 Mbps,6013 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,129 ms,148 Mbps,19046 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,111 ms,46 Mbps,6013 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,130 ms,39 Mbps,5100 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,99 ms,184 Mbps,23654 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,230 ms,120 Mbps,15360 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,105 ms,41 Mbps,5323 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,106 ms,292 Mbps,37376 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,217 ms,80 Mbps,10240 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,246 ms,2 Mbps,347 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:105,KR,Seoul,隧道,213 ms,80 Mbps,10240 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,115 ms,3 Mbps,450 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,240 ms,36 Mbps,4714 kB/s
193.123.80.245,443,193.123.80.245,AE,Amsterdam,中转,204 ms,22 Mbps,2911 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,259 ms,3 Mbps,439 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,228 ms,4 Mbps,553 kB/s
