中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,36 ms,504 Mbps,64512 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,71 ms,428 Mbps,54886 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,83 ms,404 Mbps,51712 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,79 ms,384 Mbps,49254 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,94 ms,233 Mbps,29900 kB/s
129.146.7.98,443,2a09:bac5:60e9:183c::26a:d,US,Los Angeles,隧道,66 ms,65 Mbps,8341 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,37 ms,28 Mbps,3611 kB/s
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,77 ms,358 Mbps,45875 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,81 ms,263 Mbps,33689 kB/s
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,71 ms,341 Mbps,43724 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,67 ms,450 Mbps,57651 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,86 ms,266 Mbps,34099 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,98 ms,45 Mbps,5805 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,104 ms,10 Mbps,1312 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,51 ms,1 Mbps,156 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,104 ms,317 Mbps,40652 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,33 ms,21 Mbps,2800 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,17 ms,37 Mbps,4831 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,89 ms,254 Mbps,32563 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,34 ms,450 Mbps,57651 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,117 ms,18 Mbps,2340 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,111 ms,176 Mbps,22528 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,34 ms,117 Mbps,15052 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,80 ms,330 Mbps,42291 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,175 ms,124 Mbps,15974 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,88 ms,228 Mbps,29184 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,175 ms,166 Mbps,21299 kB/s
130.61.23.77,443,130.61.23.77,DE,73 Mbps,9355 kB/s
47.90.141.204,443,91.149.239.206,US,Los Angeles,隧道,7 ms,8 Mbps,1131 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,104 ms,229 Mbps,29388 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,102 ms,315 Mbps,40345 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,74 ms,435 Mbps,55705 kB/s
144.24.252.15,443,144.24.252.15,CH,Zurich,中转,98 ms,46 Mbps,5916 kB/s
132.145.242.62,443,2a0b:21c0:100a:1b3:0:ae42:aeb3:7a15,DE,Frankfurt,隧道,90 ms,248 Mbps,31846 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,18 ms,71 Mbps,9110 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,41 ms,69 Mbps,8946 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,196 ms,100 Mbps,12800 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,106 ms,26 Mbps,3372 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,119 ms,28 Mbps,3673 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,215 ms,14 Mbps,1816 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,121 ms,145 Mbps,18636 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,119 ms,24 Mbps,3163 kB/s
193.123.230.164,443,130.162.140.114,KR,Seoul,隧道,212 ms,76 Mbps,9827 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,95 ms,39 Mbps,5095 kB/s
158.180.92.59,443,158.180.92.59,KR,Seoul,中转,191 ms,76 Mbps,9849 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,90 ms,329 Mbps,42188 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,236 ms,60 Mbps,7734 kB/s
158.101.215.34,443,2a0b:21c0:1007:1c7:0:5bdf:28e8:62eb,DE,Frankfurt,隧道,107 ms,232 Mbps,29696 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,84 ms,408 Mbps,52224 kB/s
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,116 ms,16 Mbps,2131 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,144 ms,41 Mbps,5279 kB/s
194.36.24.34,443,2a0f:5707:fa21::1,US,San Jose,隧道,81 ms,494 Mbps,63283 kB/s
144.24.65.251,443,144.24.65.251,KR,Seoul,中转,187 ms,39 Mbps,5003 kB/s
130.162.144.191,443,2a09:bac5:4753:155::22:133,KR,Seoul,隧道,213 ms,31 Mbps,3988 kB/s
155.248.181.189,443,155.248.181.189,JP,Tokyo,中转,256 ms,33 Mbps,4270 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,280 ms,2 Mbps,281 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,109 ms,45 Mbps,5777 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:13c,KR,Seoul,隧道,204 ms,74 Mbps,9503 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,89 ms,30 Mbps,3852 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,238 ms,55 Mbps,7115 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,219 ms,83 Mbps,10649 kB/s
138.2.75.4,443,2603:c024:4512:f299:ad15:4581:5af6:8a,SG,Singapore,隧道,280 ms,53 Mbps,6800 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,148 ms,70 Mbps,9036 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,217 ms,90 Mbps,11571 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,212 ms,39 Mbps,5056 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,261 ms,0 Mbps,58 kB/s
138.2.107.107,443,138.2.107.107,SG,Singapore,中转,253 ms,80 Mbps,10342 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,226 ms,59 Mbps,7669 kB/s
8.222.165.104,443,8.222.165.104,SG,Singapore,中转,258 ms,68 Mbps,8778 kB/s
141.147.185.63,443,141.147.185.63,JP,Tokyo,中转,264 ms,34 Mbps,4437 kB/s
47.57.233.126,443,47.88.10.133,US,San Jose,隧道,236 ms,0 Mbps,23 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,267 ms,0 Mbps,24 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,190 ms,89 Mbps,11468 kB/s
129.154.46.115,443,104.28.201.82,IN,Hyderabad,隧道,223 ms,35 Mbps,4494 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,217 ms,22 Mbps,2854 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,226 ms,70 Mbps,9082 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,215 ms,24 Mbps,3149 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,276 ms,10 Mbps,1383 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,233 ms,34 Mbps,4396 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,78 ms,82 Mbps,10547 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,88 ms,44 Mbps,5743 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,79 ms,286 Mbps,36659 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,138 ms,39 Mbps,5111 kB/s
143.47.187.224,443,2a0b:21c0:100a:1b5:0:4e1e:8cf4:cb35,DE,Frankfurt,隧道,100 ms,226 Mbps,28979 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,104 ms,42 Mbps,5491 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,108 ms,38 Mbps,4958 kB/s
8.212.44.95,443,47.76.21.95,HK,Hong Kong,隧道,266 ms,24 Mbps,3178 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,199 ms,70 Mbps,8983 kB/s
144.24.73.232,443,144.24.73.232,KR,Seoul,中转,238 ms,35 Mbps,4535 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,240 ms,32 Mbps,4145 kB/s
141.147.147.180,443,141.147.147.180,JP,Osaka,中转,250 ms,31 Mbps,4077 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,230 ms,22 Mbps,2847 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,96 ms,0 Mbps,21 kB/s
150.230.196.248,443,150.230.196.248,JP,Tokyo,中转,234 ms,26 Mbps,3386 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,233 ms,0 Mbps,84 kB/s
168.138.50.249,443,168.138.50.249,JP,Los Angeles,中转,264 ms,30 Mbps,3921 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,59 ms,0 Mbps,1 kB/s
