中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,7 ms,3 Mbps,397 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,25 ms,736 Mbps,94208 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,69 ms,286 Mbps,36659 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,70 ms,316 Mbps,40550 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,53 ms,336 Mbps,43008 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,74 ms,364 Mbps,46694 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,74 ms,360 Mbps,46182 kB/s
143.47.185.70,443,2606:f240:f00:5a42:0:3ae7:5420:2950,DE,Frankfurt,隧道,89 ms,242 Mbps,31027 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,59 ms,368 Mbps,47206 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,93 ms,236 Mbps,30310 kB/s
34.82.76.253,443,34.83.144.186,US,Seattle,隧道,80 ms,353 Mbps,45260 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,71 ms,334 Mbps,42803 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,78 ms,280 Mbps,35840 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,96 ms,240 Mbps,30822 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,74 ms,264 Mbps,33894 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,92 ms,49 Mbps,6293 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,96 ms,45 Mbps,5799 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,97 ms,264 Mbps,33894 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,96 ms,44 Mbps,5659 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,171 ms,43 Mbps,5524 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,193 ms,41 Mbps,5367 kB/s
3.112.21.102,443,3.112.21.102,JP,Hong Kong,中转,176 ms,85 Mbps,10956 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,226 ms,9 Mbps,1264 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,205 ms,35 Mbps,4573 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,229 ms,41 Mbps,5253 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,223 ms,38 Mbps,4956 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,211 ms,34 Mbps,4387 kB/s
168.138.212.80,443,168.138.212.80,JP,Los Angeles,中转,174 ms,38 Mbps,4894 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,260 ms,112 Mbps,14336 kB/s
64.110.75.145,443,64.110.75.145,KR,Singapore,中转,200 ms,73 Mbps,9344 kB/s
