中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
138.3.254.39,443,138.3.254.39,167 Mbps,21401 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,10 ms,848 Mbps,108544 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,75 ms,426 Mbps,54579 kB/s
129.80.222.224,443,129.80.222.224,US,Ashburn,中转,15 ms,343 Mbps,43929 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,25 ms,1096 Mbps,140288 kB/s
129.153.203.62,443,129.153.203.62,US,Los Angeles,中转,55 ms,409 Mbps,52428 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,51 ms,355 Mbps,45465 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,71 ms,535 Mbps,68505 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,54 ms,48 Mbps,6201 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,116 ms,204 Mbps,26214 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,58 ms,472 Mbps,60518 kB/s
129.146.7.98,443,2a09:bac5:60ea:1173::1bd:ea,US,Los Angeles,隧道,59 ms,88 Mbps,11264 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,126 ms,149 Mbps,19148 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,67 ms,516 Mbps,66150 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,53 ms,508 Mbps,65126 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,109 ms,201 Mbps,25804 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,35 ms,368 Mbps,47104 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,75 ms,43 Mbps,5524 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,62 ms,49 Mbps,6399 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,39 ms,91 Mbps,11673 kB/s
192.9.138.241,443,192.9.138.241,413 Mbps,52940 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,61 ms,192 Mbps,24678 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,113 ms,192 Mbps,24678 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,64 ms,405 Mbps,51916 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,15 ms,80 Mbps,10342 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,56 ms,35 Mbps,4576 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,139 ms,135 Mbps,17305 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,125 ms,88 Mbps,11264 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,130 ms,45 Mbps,5885 kB/s
144.21.58.197,443,163.123.193.23,DE,Frankfurt,隧道,111 ms,106 Mbps,13619 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,54 ms,20 Mbps,2648 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,125 ms,192 Mbps,24678 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,187 ms,101 Mbps,13004 kB/s
141.147.40.199,443,2a0b:21c0:1007:1c7:0:7c2a:d9fa:165a,DE,Frankfurt,隧道,114 ms,186 Mbps,23859 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,107 ms,187 Mbps,23961 kB/s
47.90.141.204,443,91.149.239.64,US,Los Angeles,隧道,29 ms,34 Mbps,4455 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,170 ms,143 Mbps,18329 kB/s
192.18.134.22,443,192.18.134.22,US,San Jose,中转,55 ms,372 Mbps,47616 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,176 ms,92 Mbps,11776 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,126 ms,174 Mbps,22323 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,56 ms,392 Mbps,50278 kB/s
152.70.54.176,443,2a0b:21c0:1007:c8:0:9c59:d54a:f41f,DE,Frankfurt,隧道,132 ms,169 Mbps,21708 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,132 ms,170 Mbps,21811 kB/s
158.101.206.253,443,2a0b:21c0:1007:ca:0:68e2:78f2:5da2,DE,Frankfurt,隧道,163 ms,166 Mbps,21299 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,178 ms,87 Mbps,11161 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,217 ms,2 Mbps,318 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,189 ms,152 Mbps,19456 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,216 ms,35 Mbps,4529 kB/s
146.56.101.141,443,146.56.101.141,KR,Seoul,中转,188 ms,36 Mbps,4650 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,233 ms,92 Mbps,11776 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,61 ms,348 Mbps,44544 kB/s
144.24.73.232,443,144.24.73.232,KR,Seoul,中转,183 ms,34 Mbps,4461 kB/s
138.2.61.180,443,104.28.206.113,JP,Osaka,隧道,196 ms,46 Mbps,5951 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,135 ms,1 Mbps,175 kB/s
47.245.92.236,443,8.222.222.65,SG,Singapore,隧道,285 ms,53 Mbps,6855 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,169 ms,28 Mbps,3613 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,208 ms,34 Mbps,4384 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,244 ms,85 Mbps,10956 kB/s
64.110.79.188,443,64.110.79.188,KR,Seoul,中转,206 ms,62 Mbps,7944 kB/s
140.238.23.148,443,140.238.23.148,KR,Seoul,中转,212 ms,40 Mbps,5199 kB/s
141.147.154.214,443,141.147.154.214,JP,Osaka,中转,263 ms,17 Mbps,2211 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:11b,KR,Seoul,隧道,219 ms,72 Mbps,9240 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,207 ms,2 Mbps,340 kB/s
8.219.245.66,443,47.245.125.52,SG,Singapore,隧道,259 ms,45 Mbps,5851 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,120 ms,45 Mbps,5817 kB/s
129.154.46.115,443,104.28.201.82,IN,Hyderabad,隧道,278 ms,28 Mbps,3616 kB/s
8.219.9.49,443,8.222.236.107,SG,Singapore,隧道,265 ms,46 Mbps,5967 kB/s
8.222.242.95,443,47.236.58.234,SG,Singapore,隧道,273 ms,47 Mbps,6066 kB/s
8.219.106.223,443,47.236.51.143,SG,Singapore,隧道,290 ms,47 Mbps,6016 kB/s
8.222.229.75,443,47.236.1.53,SG,Singapore,隧道,257 ms,47 Mbps,6038 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,252 ms,21 Mbps,2783 kB/s
8.222.228.144,443,47.245.125.52,SG,Singapore,隧道,275 ms,44 Mbps,5662 kB/s
138.2.123.70,443,138.2.123.70,KR,Seoul,中转,221 ms,103 Mbps,13209 kB/s
