中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.46.188.190,443,2a09:bac5:a5fc:7cd::c7:19,US,Buffalo,隧道,34 ms,85 Mbps,10956 kB/s
47.88.101.9,443,47.88.101.9,US,San Jose,中转,91 ms,239 Mbps,30617 kB/s
107.172.218.159,443,104.28.201.73,US,San Jose,隧道,70 ms,214 Mbps,27443 kB/s
198.23.196.40,443,198.23.196.40,US,Buffalo,中转,34 ms,568 Mbps,72704 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,74 ms,294 Mbps,37683 kB/s
23.94.182.23,443,23.94.182.23,US,Buffalo,中转,90 ms,144 Mbps,18432 kB/s
35.230.79.26,443,34.168.223.252,US,Seattle,隧道,67 ms,304 Mbps,38912 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,74 ms,258 Mbps,33075 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,90 ms,205 Mbps,26316 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,70 ms,264 Mbps,33894 kB/s
23.224.22.211,443,23.224.22.211,US,Los Angeles,中转,60 ms,41 Mbps,5329 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,49 ms,752 Mbps,96256 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,61 ms,45 Mbps,5778 kB/s
3.97.14.70,443,3.97.14.70,CA,Montréal,中转,22 ms,538 Mbps,68915 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,84 ms,312 Mbps,40038 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,91 ms,212 Mbps,27136 kB/s
35.197.23.75,443,34.168.223.252,US,Seattle,隧道,67 ms,321 Mbps,41164 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,65 ms,38 Mbps,4907 kB/s
198.12.97.48,443,198.12.97.48,US,Chicago,中转,96 ms,597 Mbps,76492 kB/s
192.3.253.176,443,192.3.253.176,US,Seattle,中转,73 ms,239 Mbps,30617 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,74 ms,249 Mbps,31948 kB/s
47.89.191.155,443,47.89.191.155,US,Ashburn,中转,9 ms,15 Mbps,1996 kB/s
34.65.217.176,443,2a0b:21c0:1007:ca:0:4222:ec41:cd2b,DE,Frankfurt,隧道,108 ms,180 Mbps,23142 kB/s
192.210.175.20,443,192.210.175.20,NL,Amsterdam,中转,178 ms,25 Mbps,3204 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,91 ms,209 Mbps,26828 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,127 ms,297 Mbps,38092 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,70 ms,222 Mbps,28467 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,90 ms,124 Mbps,15974 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,64 ms,315 Mbps,40345 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,97 ms,303 Mbps,38809 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,89 ms,249 Mbps,31948 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,296 Mbps,37990 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,159 ms,112 Mbps,14336 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,59 ms,476 Mbps,60928 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,93 ms,383 Mbps,49049 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,98 ms,51 Mbps,6611 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,7 ms,363 Mbps,46489 kB/s
34.154.110.117,443,2a0b:21c0:1007:1ca:0:e373:d1ba:392c,DE,Frankfurt,隧道,109 ms,184 Mbps,23654 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,142 ms,48 Mbps,6217 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,225 Mbps,28876 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,65 ms,193 Mbps,24780 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,104 ms,219 Mbps,28057 kB/s
47.245.115.6,443,47.245.115.6,SG,Singapore,中转,253 ms,51 Mbps,6650 kB/s
