中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,12 ms,32 Mbps,4158 kB/s
129.80.222.224,443,129.80.222.224,US,Ashburn,中转,2 ms,344 Mbps,44134 kB/s
35.197.23.75,443,34.82.74.154,US,Seattle,隧道,74 ms,391 Mbps,50073 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,48 ms,773 Mbps,99020 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::26b:4b,US,Los Angeles,隧道,70 ms,95 Mbps,12185 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,27 ms,476 Mbps,60928 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,67 ms,328 Mbps,42086 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,30 ms,602 Mbps,77107 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,70 ms,438 Mbps,56115 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,86 ms,253 Mbps,32460 kB/s
35.230.79.26,443,34.82.74.154,US,Seattle,隧道,71 ms,382 Mbps,48947 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,70 ms,252 Mbps,32358 kB/s
193.123.56.2,443,2a0b:21c0:1007:c8:0:d976:ff38:f813,DE,Frankfurt,隧道,103 ms,156 Mbps,20070 kB/s
152.67.249.123,443,152.67.249.123,US,San Jose,中转,74 ms,144 Mbps,18534 kB/s
47.253.100.59,443,47.253.100.59,US,Ashburn,中转,5 ms,362 Mbps,46387 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,73 ms,412 Mbps,52838 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,73 ms,37 Mbps,4809 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,91 ms,150 Mbps,19251 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,82 ms,45 Mbps,5767 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,72 ms,48 Mbps,6158 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,94 ms,43 Mbps,5619 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,87 ms,16 Mbps,2118 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,98 ms,321 Mbps,41164 kB/s
132.226.31.178,443,2a09:bac1:7680:e18::c:3a8,US,Los Angeles,隧道,84 ms,45 Mbps,5810 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,90 ms,276 Mbps,35328 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,82 ms,47 Mbps,6091 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,107 ms,241 Mbps,30924 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,112 ms,206 Mbps,26419 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,86 ms,236 Mbps,30310 kB/s
158.178.155.143,443,2606:f240:f00:46c4:0:cd9f:53bf:f22d,US,Frankfurt,隧道,127 ms,128 Mbps,16384 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,44 ms,96 Mbps,12390 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,92 ms,46 Mbps,6009 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,109 ms,208 Mbps,26624 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,109 ms,43 Mbps,5621 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,105 ms,223 Mbps,28569 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,174 ms,116 Mbps,14950 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,90 ms,247 Mbps,31641 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,77 ms,49 Mbps,6343 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,104 ms,276 Mbps,35430 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,85 ms,37 Mbps,4791 kB/s
146.56.101.141,443,146.56.101.141,KR,Seoul,中转,195 ms,38 Mbps,4877 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,233 ms,103 Mbps,13209 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,92 ms,294 Mbps,37683 kB/s
47.91.18.127,443,47.91.18.127,JP,Tokyo,中转,179 ms,1 Mbps,135 kB/s
146.56.143.160,443,2607:a400:a:6b:0:2d9b:ee4d:7fb4,US,Los Angeles,隧道,243 ms,67 Mbps,8691 kB/s
129.154.59.99,443,129.154.59.99,KR,Seoul,中转,192 ms,18 Mbps,2390 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:11b,KR,Seoul,隧道,207 ms,75 Mbps,9691 kB/s
193.123.81.105,443,193.123.81.105,AE,Paris,中转,203 ms,46 Mbps,5947 kB/s
149.129.8.215,443,47.88.55.210,US,3 Mbps,479 kB/s
8.219.77.174,443,8.222.222.65,SG,Singapore,隧道,293 ms,27 Mbps,3554 kB/s
8.222.220.255,443,47.236.51.143,SG,Singapore,隧道,271 ms,42 Mbps,5386 kB/s
