中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.128.242,US,Seattle,隧道,25 ms,856 Mbps,109568 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,27 ms,648 Mbps,83046 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,3 ms,775 Mbps,99225 kB/s
129.146.46.164,443,129.146.46.164,373 Mbps,47820 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,18 ms,404 Mbps,51814 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,3 ms,1000 Mbps,128000 kB/s
35.230.79.26,443,35.212.128.242,US,Seattle,隧道,21 ms,904 Mbps,115712 kB/s
34.82.76.253,443,34.105.52.138,US,Seattle,隧道,21 ms,952 Mbps,121856 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,63 ms,405 Mbps,51916 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,72 ms,47 Mbps,6063 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,111 ms,44 Mbps,5745 kB/s
129.159.84.71,443,129.159.84.71,US,Newark,中转,77 ms,3 Mbps,422 kB/s
3.112.21.102,443,3.112.21.102,JP,Osaka,中转,114 ms,200 Mbps,25600 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,112 ms,46 Mbps,5892 kB/s
168.138.212.80,443,168.138.212.80,JP,Osaka,中转,109 ms,45 Mbps,5766 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,117 ms,42 Mbps,5401 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,118 ms,205 Mbps,26316 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,142 ms,42 Mbps,5498 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,139 ms,35 Mbps,4578 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,165 ms,115 Mbps,14745 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,167 ms,39 Mbps,5081 kB/s
132.145.64.184,443,132.145.64.184,GB,London,中转,140 ms,108 Mbps,13926 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,158 ms,129 Mbps,16588 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,151 ms,39 Mbps,5045 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,174 ms,96 Mbps,12390 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,165 ms,10 Mbps,1291 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,180 ms,38 Mbps,4884 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,161 ms,47 Mbps,6044 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,199 ms,50 Mbps,6511 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,135 ms,129 Mbps,16588 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,168 ms,42 Mbps,5463 kB/s
