中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,286 Mbps,36659 kB/s
35.230.79.26,443,35.212.196.48,US,Seattle,隧道,41 ms,896 Mbps,114688 kB/s
129.146.7.98,443,2a09:bac1:76c0:e18::26b:67,US,Los Angeles,隧道,27 ms,60 Mbps,7752 kB/s
35.197.23.75,443,35.212.196.48,US,Seattle,隧道,36 ms,896 Mbps,114688 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,7 ms,1920 Mbps,245760 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,8 ms,542 Mbps,69427 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,21 ms,1008 Mbps,129024 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,142 ms,211 Mbps,27033 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,29 ms,570 Mbps,73011 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,3 ms,759 Mbps,97177 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,147 ms,10 Mbps,1305 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,22 ms,808 Mbps,103424 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,165 ms,46 Mbps,5893 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,53 ms,436 Mbps,55910 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,153 ms,120 Mbps,15462 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,17 ms,84 Mbps,10752 kB/s
130.61.23.77,443,130.61.23.77,DE,80 Mbps,10342 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,71 ms,294 Mbps,37683 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,75 ms,43 Mbps,5525 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,10 ms,1520 Mbps,194560 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,94 ms,459 Mbps,58777 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,152 ms,46 Mbps,5910 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,23 ms,430 Mbps,55091 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,157 ms,169 Mbps,21708 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,27 ms,246 Mbps,31539 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,66 ms,47 Mbps,6106 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,174 ms,36 Mbps,4672 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,156 ms,39 Mbps,5054 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,151 ms,111 Mbps,14233 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,177 ms,23 Mbps,3030 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:107,KR,Seoul,隧道,159 ms,150 Mbps,19251 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,156 ms,134 Mbps,17203 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,105 ms,179 Mbps,22937 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,173 ms,100 Mbps,12902 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,182 ms,3 Mbps,442 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,176 ms,168 Mbps,21606 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,166 ms,145 Mbps,18636 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,187 ms,86 Mbps,11059 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,176 ms,44 Mbps,5696 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,165 ms,116 Mbps,14848 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,211 ms,43 Mbps,5517 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,166 ms,144 Mbps,18534 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,173 ms,66 Mbps,8475 kB/s
130.162.144.191,443,2a09:bac5:4731:1482::20b:43,KR,Seoul,隧道,151 ms,41 Mbps,5276 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,149 ms,130 Mbps,16691 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,162 ms,120 Mbps,15462 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,170 ms,46 Mbps,5979 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,188 ms,42 Mbps,5433 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,182 ms,35 Mbps,4516 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,167 ms,43 Mbps,5631 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,201 ms,43 Mbps,5519 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,177 ms,42 Mbps,5488 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,229 ms,77 Mbps,9976 kB/s
47.90.141.204,443,91.149.239.64,US,Los Angeles,隧道,63 ms,21 Mbps,2707 kB/s
193.123.80.245,443,193.123.80.245,AE,Amsterdam,中转,284 ms,17 Mbps,2264 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,401 ms,111 Mbps,14233 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,1187 ms,42 Mbps,5491 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,153 ms,17 Mbps,2200 kB/s
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,263 ms,0 Mbps,21 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,368 ms,0 Mbps,30 kB/s
