中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,25 ms,952 Mbps,121856 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,14 ms,816 Mbps,104448 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,39 ms,365 Mbps,46796 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,6 ms,1536 Mbps,196608 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,22 ms,663 Mbps,84889 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,5 ms,920 Mbps,117760 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,32 ms,896 Mbps,114688 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,68 ms,433 Mbps,55500 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,35 ms,49 Mbps,6393 kB/s
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,41 ms,896 Mbps,114688 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,85 ms,337 Mbps,43212 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,174 ms,98 Mbps,12595 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,102 ms,43 Mbps,5512 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,150 ms,113 Mbps,14540 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,66 ms,687 Mbps,87961 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,170 ms,3 Mbps,415 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,41 ms,296 Mbps,37990 kB/s
158.180.92.59,443,158.180.92.59,KR,Seoul,中转,131 ms,136 Mbps,17408 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,161 ms,43 Mbps,5549 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,98 ms,3 Mbps,406 kB/s
138.2.141.3,443,2606:f240:f00:2be4:0:aed0:c76a:4d34,US,Frankfurt,隧道,168 ms,98 Mbps,12595 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,123 ms,185 Mbps,23756 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,35 ms,393 Mbps,50380 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,172 ms,0 Mbps,23 kB/s
138.2.107.107,443,138.2.107.107,SG,Singapore,中转,194 ms,140 Mbps,18022 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,158 ms,36 Mbps,4721 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,37 ms,429 Mbps,54988 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,173 ms,102 Mbps,13107 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,96 ms,33 Mbps,4348 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,87 ms,46 Mbps,5898 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,161 ms,212 Mbps,27238 kB/s
130.61.23.77,443,130.61.23.77,DE,130 Mbps,16691 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,119 ms,44 Mbps,5747 kB/s
193.123.60.41,443,2a0b:21c0:100a:1b1:0:59a:ab98:a27a,DE,Frankfurt,隧道,169 ms,119 Mbps,15257 kB/s
141.148.235.141,443,2a0b:21c0:1007:1ca:0:58a3:53cc:6586,DE,Frankfurt,隧道,159 ms,110 Mbps,14131 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,76 ms,48 Mbps,6155 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,6 ms,904 Mbps,115712 kB/s
141.144.207.214,443,2a0b:21c0:100a:1f9:0:d09e:75e6:cc3c,DE,Frankfurt,隧道,180 ms,84 Mbps,10854 kB/s
168.138.149.17,443,168.138.149.17,BR,S
