中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,9 ms,840 Mbps,107520 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,19 ms,6 Mbps,843 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,51 ms,464 Mbps,59494 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,63 ms,272 Mbps,34816 kB/s
35.230.79.26,443,35.212.128.242,US,Seattle,隧道,65 ms,517 Mbps,66252 kB/s
35.197.23.75,443,35.212.128.242,US,Seattle,隧道,52 ms,503 Mbps,64409 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,76 ms,461 Mbps,59084 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,52 ms,354 Mbps,45363 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,47 ms,440 Mbps,56422 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,113 ms,194 Mbps,24883 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,104 ms,44 Mbps,5657 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,121 ms,212 Mbps,27238 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,119 ms,166 Mbps,21299 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,148 ms,157 Mbps,20172 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,157 ms,41 Mbps,5294 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,165 ms,40 Mbps,5129 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,116 ms,42 Mbps,5378 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,210 ms,10 Mbps,1352 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,204 ms,37 Mbps,4742 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,247 ms,35 Mbps,4537 kB/s
