中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.138.241,443,192.9.138.241,US,San Jose,中转,75 ms,258 Mbps,33075 kB/s
130.162.163.183,443,2a0b:21c0:1007:1c7:0:69a0:961c:497e,DE,Frankfurt,隧道,100 ms,160 Mbps,20582 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,66 ms,346 Mbps,44339 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,22 ms,50 Mbps,6458 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,36 ms,479 Mbps,61337 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,70 ms,256 Mbps,32870 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,65 ms,297 Mbps,38092 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,30 ms,602 Mbps,77107 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,64 ms,43 Mbps,5538 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,25 ms,541 Mbps,69324 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,48 ms,428 Mbps,54886 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,89 ms,227 Mbps,29081 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,64 ms,337 Mbps,43212 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,69 ms,299 Mbps,38297 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,88 ms,46 Mbps,6007 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,60 ms,339 Mbps,43417 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,91 ms,217 Mbps,27852 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,77 ms,44 Mbps,5729 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,73 ms,122 Mbps,15667 kB/s
35.230.79.26,443,34.83.26.184,US,Seattle,隧道,79 ms,307 Mbps,39321 kB/s
141.144.232.159,443,141.144.232.159,DE,Frankfurt,中转,98 ms,40 Mbps,5221 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,68 ms,299 Mbps,38297 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,93 ms,204 Mbps,26214 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,64 ms,244 Mbps,31232 kB/s
35.197.23.75,443,34.83.26.184,US,Seattle,隧道,66 ms,349 Mbps,44748 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,93 ms,233 Mbps,29900 kB/s
150.230.34.116,443,104.28.201.73,US,San Jose,隧道,246 ms,304 Mbps,39014 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,90 ms,47 Mbps,6035 kB/s
