中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Newark,中转,6 ms,7 Mbps,967 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,24 ms,764 Mbps,97792 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,5 ms,57 Mbps,7386 kB/s
129.146.46.164,443,129.146.46.164,332 Mbps,42496 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,67 ms,351 Mbps,44953 kB/s
35.197.23.75,443,35.212.208.156,US,Seattle,隧道,70 ms,252 Mbps,32358 kB/s
35.230.79.26,443,35.212.208.156,US,Seattle,隧道,70 ms,312 Mbps,40038 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,76 ms,268 Mbps,34304 kB/s
158.178.149.159,443,2606:f240:f00:eaf1:0:edc9:7559:d46d,US,Frankfurt,隧道,92 ms,205 Mbps,26316 kB/s
34.82.76.253,443,34.187.190.53,US,Seattle,隧道,72 ms,347 Mbps,44441 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,100 ms,220 Mbps,28160 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,99 ms,256 Mbps,32768 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,86 ms,49 Mbps,6288 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,68 ms,381 Mbps,48844 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,95 ms,45 Mbps,5820 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,102 ms,217 Mbps,27852 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,93 ms,272 Mbps,34816 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,92 ms,43 Mbps,5576 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,176 ms,96 Mbps,12288 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,166 ms,101 Mbps,13004 kB/s
150.230.63.93,443,150.230.63.93,38 Mbps,4967 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,208 ms,33 Mbps,4225 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,169 ms,48 Mbps,6235 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,205 ms,31 Mbps,4060 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,178 ms,44 Mbps,5736 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,211 ms,30 Mbps,3851 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,247 ms,31 Mbps,4078 kB/s
