中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,70 ms,264 Mbps,33894 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,29 ms,668 Mbps,85504 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,56 ms,710 Mbps,90931 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,73 ms,286 Mbps,36659 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,120 ms,45 Mbps,5771 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,38 ms,785 Mbps,100556 kB/s
192.9.138.241,443,192.9.138.241,,colo.txt:San Jose,中转,0 ms,295 Mbps,37785 kB/s
35.230.79.26,443,35.203.190.52,US,Seattle,隧道,62 ms,370 Mbps,47411 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,79 ms,46 Mbps,5955 kB/s
158.180.15.218,443,98.98.166.202,US,Frankfurt,隧道,86 ms,160 Mbps,20582 kB/s
132.145.152.194,443,132.145.152.194,US,Ashburn,中转,22 ms,1424 Mbps,182272 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,71 ms,275 Mbps,35225 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,94 ms,17 Mbps,2264 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,6 ms,1128 Mbps,144384 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,70 ms,241 Mbps,30924 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,89 ms,216 Mbps,27750 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,60 ms,41 Mbps,5254 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,90 ms,212 Mbps,27238 kB/s
130.162.250.180,443,2603:c020:8014:a8ee:cad4:eb37:5749:cafa,DE,Frankfurt,隧道,86 ms,89 Mbps,11468 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,112 ms,311 Mbps,39833 kB/s
129.146.7.98,443,2a09:bac5:60ef:183c::26a:84,US,Los Angeles,隧道,75 ms,70 Mbps,9009 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,83 ms,139 Mbps,17817 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,84 ms,258 Mbps,33075 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,86 ms,340 Mbps,43622 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,91 ms,263 Mbps,33689 kB/s
132.226.31.178,443,2a09:bac1:76c0:e18::1bd:d7,US,Los Angeles,隧道,65 ms,44 Mbps,5651 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,49 ms,450 Mbps,57651 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,92 ms,315 Mbps,40345 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,87 ms,49 Mbps,6327 kB/s
129.151.244.9,443,129.151.244.9,FR,Marseille,中转,88 ms,244 Mbps,31232 kB/s
35.197.23.75,443,35.203.190.52,US,Seattle,隧道,94 ms,324 Mbps,41472 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,121 ms,30 Mbps,3952 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,73 ms,47 Mbps,6122 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,98 ms,90 Mbps,11571 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,104 ms,292 Mbps,37376 kB/s
152.67.44.30,443,152.67.44.30,BR,S
