中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,58 ms,211 Mbps,27033 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,145 ms,159 Mbps,20377 kB/s
141.144.197.221,443,2a0b:21c0:100a:1b1:0:2aa8:6a39:5650,DE,Frankfurt,隧道,154 ms,69 Mbps,8860 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,25 ms,11 Mbps,1412 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,28 ms,1248 Mbps,159744 kB/s
192.18.134.22,443,192.18.134.22,US,San Jose,中转,40 ms,1008 Mbps,129024 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,61 ms,234 Mbps,30003 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,,Los Angeles,隧道,0 ms,62 Mbps,8046 kB/s
152.67.249.123,443,152.67.249.123,US,San Jose,中转,39 ms,360 Mbps,46182 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,23 ms,1120 Mbps,143360 kB/s
129.146.7.98,443,2a09:bac5:60ea:78::c:35e,US,Los Angeles,隧道,28 ms,74 Mbps,9485 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,49 ms,518 Mbps,66355 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,19 ms,3 Mbps,437 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,33 ms,1032 Mbps,132096 kB/s
35.230.79.26,443,35.197.116.110,US,Seattle,隧道,50 ms,588 Mbps,75264 kB/s
152.70.53.38,443,2a0b:21c0:1007:1c9:0:6b65:efdc:e2de,DE,Frankfurt,隧道,161 ms,114 Mbps,14643 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,29 ms,326 Mbps,41779 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,30 ms,579 Mbps,74137 kB/s
35.197.23.75,443,35.197.116.110,US,Seattle,隧道,63 ms,611 Mbps,78233 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,99 ms,382 Mbps,48947 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,108 ms,204 Mbps,26214 kB/s
132.226.31.178,443,2a09:bac5:60ea:1173::1bd:108,US,Los Angeles,隧道,39 ms,58 Mbps,7528 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,151 ms,124 Mbps,15974 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,30 ms,64 Mbps,8281 kB/s
143.47.182.198,443,2a0b:21c0:1007:1ca:0:4051:d044:d8f0,DE,Frankfurt,隧道,144 ms,132 Mbps,16896 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,64 ms,404 Mbps,51814 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,157 ms,139 Mbps,17817 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,33 ms,512 Mbps,65638 kB/s
192.9.140.130,443,2603:c024:c00b:bd20:7ce:8c7:4f8:863d,US,San Jose,隧道,21 ms,1064 Mbps,136192 kB/s
193.122.107.147,443,193.122.107.147,KR,Seoul,中转,143 ms,19 Mbps,2506 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,150 ms,145 Mbps,18636 kB/s
144.24.73.232,443,144.24.73.232,KR,Seoul,中转,152 ms,41 Mbps,5375 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,166 ms,196 Mbps,25088 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,145 ms,46 Mbps,5956 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,178 ms,126 Mbps,16179 kB/s
158.101.141.78,443,158.101.141.78,JP,Tokyo,中转,186 ms,0 Mbps,77 kB/s
143.47.181.248,443,2a0b:21c0:100a:1b4:0:8978:4c8a:e3f4,DE,Frankfurt,隧道,148 ms,86 Mbps,11059 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,60 ms,301 Mbps,38604 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,140 ms,41 Mbps,5350 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,165 ms,106 Mbps,13619 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,138 ms,127 Mbps,16281 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,89 ms,48 Mbps,6185 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,135 ms,120 Mbps,15360 kB/s
158.101.218.130,443,2a0b:21c0:100a:1b5:0:3b32:14ce:9d1c,DE,Frankfurt,隧道,175 ms,120 Mbps,15462 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,142 ms,41 Mbps,5277 kB/s
158.178.238.239,443,158.178.238.239,SG,Singapore,中转,182 ms,17 Mbps,2261 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,183 ms,2 Mbps,360 kB/s
144.22.252.124,443,144.22.252.124,BR,S
