中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,66 ms,307 Mbps,39321 kB/s
107.172.218.159,443,107.172.218.159,US,San Jose,中转,74 ms,248 Mbps,31846 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,65 ms,286 Mbps,36659 kB/s
192.18.149.159,443,192.18.149.159,CA,Toronto,中转,15 ms,230 Mbps,29491 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,82 ms,284 Mbps,36352 kB/s
35.197.23.75,443,34.105.119.202,US,Seattle,隧道,66 ms,349 Mbps,44748 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,10 ms,648 Mbps,83046 kB/s
129.146.169.119,443,2603:c020:6:9488:3ad:8eeb:97ea:8a47,US,Los Angeles,隧道,74 ms,296 Mbps,37888 kB/s
35.230.79.26,443,34.105.119.202,US,Seattle,隧道,67 ms,340 Mbps,43520 kB/s
198.46.188.190,443,2a09:bac1:7680:118::28a:6,US,Newark,隧道,21 ms,100 Mbps,12800 kB/s
34.118.80.175,443,163.123.193.10,DE,Frankfurt,隧道,107 ms,189 Mbps,24268 kB/s
47.88.101.9,443,47.88.101.9,US,San Jose,中转,68 ms,240 Mbps,30822 kB/s
192.210.175.20,443,192.210.175.20,NL,Amsterdam,中转,90 ms,40 Mbps,5217 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,69 ms,295 Mbps,37785 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,93 ms,225 Mbps,28876 kB/s
23.224.22.211,443,23.224.22.211,US,Los Angeles,中转,66 ms,48 Mbps,6164 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,92 ms,216 Mbps,27750 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,89 ms,123 Mbps,15769 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,88 ms,235 Mbps,30105 kB/s
192.18.150.121,443,2a09:bac1:14a0:248::2ac:49,CA,Toronto,隧道,55 ms,388 Mbps,49766 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,90 ms,46 Mbps,6012 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,77 ms,320 Mbps,40960 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,89 ms,6 Mbps,814 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,64 ms,270 Mbps,34611 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,110 ms,43 Mbps,5588 kB/s
34.145.83.113,443,2a09:bac5:b041:119::1c:29f,US,Seattle,隧道,66 ms,301 Mbps,38604 kB/s
192.3.253.176,443,192.3.253.176,US,Seattle,中转,98 ms,216 Mbps,27648 kB/s
47.89.191.155,443,47.89.191.155,US,Ashburn,中转,11 ms,41 Mbps,5266 kB/s
3.97.14.70,443,3.97.14.70,CA,Montréal,中转,57 ms,422 Mbps,54067 kB/s
107.174.192.7,443,107.174.192.7,US,San Jose,中转,84 ms,290 Mbps,37171 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,96 ms,234 Mbps,30003 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,164 ms,108 Mbps,13824 kB/s
107.172.98.6,443,2a09:bac5:6214:1232::1d0:62,US,San Jose,隧道,160 ms,198 Mbps,25395 kB/s
23.95.166.181,443,23.95.166.181,US,Newark,中转,30 ms,435 Mbps,55705 kB/s
13.38.56.6,443,13.38.56.6,FR,Paris,中转,89 ms,262 Mbps,33587 kB/s
34.82.76.253,443,34.105.57.113,US,Seattle,隧道,128 ms,320 Mbps,40960 kB/s
198.23.196.40,443,198.23.196.40,US,Newark,中转,49 ms,518 Mbps,66355 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,83 ms,278 Mbps,35635 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,73 ms,260 Mbps,33280 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,65 ms,275 Mbps,35225 kB/s
8.219.140.63,443,8.219.140.63,SG,Singapore,中转,251 ms,55 Mbps,7113 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,251 ms,57 Mbps,7344 kB/s
8.219.170.180,443,8.219.170.180,SG,Singapore,中转,256 ms,44 Mbps,5681 kB/s
8.219.103.126,443,8.219.103.126,SG,Singapore,中转,254 ms,57 Mbps,7322 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,249 ms,55 Mbps,7080 kB/s
47.236.112.218,443,47.236.112.218,SG,Singapore,中转,254 ms,22 Mbps,2935 kB/s
8.219.228.186,443,8.219.228.186,SG,Singapore,中转,251 ms,53 Mbps,6839 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,201 ms,83 Mbps,10649 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,236 ms,2 Mbps,295 kB/s
13.250.22.76,443,2406:da18:618:7e00:ce20:ada8:8c3b:960a,SG,Singapore,隧道,229 ms,2 Mbps,272 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,250 ms,46 Mbps,5984 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,247 ms,39 Mbps,5079 kB/s
150.230.63.93,443,150.230.63.93,JP,Hong Kong,中转,223 ms,30 Mbps,3915 kB/s
45.154.15.101,443,45.154.15.101,CN,Singapore,中转,187 ms,10 Mbps,1396 kB/s
47.245.115.6,443,47.245.115.6,SG,Singapore,中转,252 ms,56 Mbps,7254 kB/s
138.3.222.135,443,138.3.222.135,JP,Los Angeles,中转,173 ms,42 Mbps,5501 kB/s
8.222.225.193,443,8.222.225.193,SG,Singapore,中转,249 ms,3 Mbps,429 kB/s
8.219.240.160,443,8.219.240.160,SG,Hong Kong,中转,283 ms,49 Mbps,6317 kB/s
18.130.168.34,443,18.130.168.34,GB,,中转,78 ms,288 Mbps,36966 kB/s
47.236.87.206,443,47.236.87.206,SG,Singapore,中转,252 ms,53 Mbps,6856 kB/s
8.218.148.106,443,8.218.148.106,HK,,中转,208 ms,0 Mbps,21 kB/s
47.236.12.195,443,47.236.12.195,SG,Hong Kong,中转,249 ms,52 Mbps,6689 kB/s
13.127.95.206,443,13.127.95.206,IN,Mumbai,中转,269 ms,55 Mbps,7107 kB/s
8.219.179.34,443,8.219.179.34,SG,Singapore,中转,253 ms,60 Mbps,7720 kB/s
47.236.121.7,443,47.236.121.7,SG,Singapore,中转,254 ms,53 Mbps,6818 kB/s
8.222.205.210,443,8.222.205.210,SG,Singapore,中转,250 ms,45 Mbps,5763 kB/s
8.222.254.91,443,8.222.254.91,SG,Singapore,中转,250 ms,52 Mbps,6664 kB/s
8.219.137.50,443,8.219.137.50,SG,Singapore,中转,254 ms,57 Mbps,7370 kB/s
18.191.122.211,443,3.13.180.72,US,,隧道,33 ms,780 Mbps,99942 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,86 ms,237 Mbps,30412 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,101 ms,207 Mbps,26521 kB/s
3.138.59.154,443,3.13.180.72,US,,隧道,11 ms,824 Mbps,105472 kB/s
