中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,26 ms,329 Mbps,42188 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,40 ms,1088 Mbps,139264 kB/s
23.224.22.211,443,23.224.22.211,US,Los Angeles,中转,66 ms,45 Mbps,5831 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,28 ms,1144 Mbps,146432 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,55 ms,326 Mbps,41779 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,30 ms,654 Mbps,83763 kB/s
35.197.23.75,443,35.203.184.51,US,Seattle,隧道,42 ms,552 Mbps,70656 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,29 ms,681 Mbps,87244 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,65 ms,1144 Mbps,146432 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,50 ms,65 Mbps,8368 kB/s
13.57.182.91,443,2a09:bac5:6447:28::4:256,US,San Jose,隧道,101 ms,298 Mbps,38195 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,32 ms,952 Mbps,121856 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,149 ms,72 Mbps,9243 kB/s
35.230.79.26,443,35.203.184.51,US,Seattle,隧道,69 ms,564 Mbps,72294 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,128 ms,366 Mbps,46899 kB/s
47.89.191.155,443,47.89.191.155,US,Ashburn,中转,105 ms,25 Mbps,3216 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,149 ms,106 Mbps,13619 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,38 ms,504 Mbps,64614 kB/s
193.122.197.111,443,193.122.197.111,280 Mbps,35942 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,169 ms,38 Mbps,4872 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,88 ms,21 Mbps,2691 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,108 ms,180 Mbps,23142 kB/s
