中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,212 Mbps,27238 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,34 ms,400 Mbps,51200 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,69 ms,296 Mbps,37990 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,86 ms,41 Mbps,5367 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,315 Mbps,40345 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,90 ms,182 Mbps,23347 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,85 ms,54 Mbps,7004 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,62 ms,454 Mbps,58163 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,69 ms,544 Mbps,69734 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,70 ms,112 Mbps,14336 kB/s
129.80.116.250,443,2603:c020:4008:16ca:19e9:40f5:b8a0:c008,US,Ashburn,隧道,36 ms,676 Mbps,86630 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,28 ms,756 Mbps,96768 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,74 ms,8 Mbps,1118 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,89 ms,217 Mbps,27852 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,73 ms,285 Mbps,36556 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,72 ms,303 Mbps,38809 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,67 ms,212 Mbps,27136 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,58 ms,51 Mbps,6532 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,87 ms,16 Mbps,2085 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,283 Mbps,36249 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,97 ms,220 Mbps,28262 kB/s
